selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
24306,3147220,Sister Lumina and the Hypnosis Cult,88,0.75,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Lumina,fixed_named_single,2.0,Caregiver/Guardian,Hero/Warrior,Magician/Transformer,True,False,False,1.0,low,original_primary_valid_12,Caregiver/Guardian,Hero/Warrior,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,insufficient_information,Named heroine in cult setting,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0067-ranks-24301-24350,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24330,568860,Psycho on the loose,87,0.6436781609195402,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Psycho,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Jester/Trickster,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,insufficient_information,Violent antihero lead,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0067-ranks-24301-24350,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24344,768300,Zhulik.exe,87,0.735632183908046,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Small-time crook,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Jester/Trickster,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,insufficient_information,Title suggests criminal protagonist,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0067-ranks-24301-24350,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24402,2430790,Phonk Cats,87,0.896551724137931,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_role_single,2.0,Jester/Trickster,Everyman/Orphan,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Everyman/Orphan,Creator/Artist,2.0,1.0,1.0,0.0,yes,False,False,uncertain,none,Cats with playful arcade role,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0069-ranks-24401-24450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24404,2455610,Sengoku Voxel Castle With Zundamon,87,0.942528735632184,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,simulator_or_management_role,2.0,Ruler/Leader,Creator/Artist,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Sage/Investigator,2.0,1.0,1.0,1.0,yes,False,False,uncertain,simulator_or_management,Castle management with historical ruler,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0069-ranks-24401-24450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24487,1636700,Wirewalk()↳,86,0.9651162790697676,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Program cursor,player_avatar_weakly_defined,2.0,Sage/Investigator,Explorer/Seeker,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Creator/Artist,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,insufficient_information,Abstract coding/navigation avatar,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0070-ranks-24451-24500,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24499,2074910,Photogenic Minds : Identity,86,0.8953488372093024,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Photogenic mind,player_avatar_weakly_defined,2.0,Sage/Investigator,Explorer/Seeker,Uncertain,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Uncertain,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,insufficient_information,Identity-focused avatar,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0070-ranks-24451-24500,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24681,1005990,Swordbreaker: Back to The Castle,84,0.6071428571428571,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Swordbreaker: Back to The Castle,fixed_named_single,2.0,Hero/Warrior,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Explorer/Seeker,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Named heroine in fantasy adventure,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0074-ranks-24651-24700,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24690,1222340,Sockventure,84,0.9404761904761904,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Sockventure,fixed_role_single,2.0,Explorer/Seeker,Jester/Trickster,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Jester/Trickster,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Adventure platformer with a fixed hero,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0074-ranks-24651-24700,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24695,1292520,Crimson Spires,84,0.8690476190476191,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Crimson Spires,fixed_named_single,2.0,Explorer/Seeker,Lover,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Lover,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Fixed named heroine in gothic romance,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0074-ranks-24651-24700,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24702,1416340,Impostor Inside Us,84,0.7261904761904762,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Impostor Inside Us,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Deceptive impostor role,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0075-ranks-24701-24750,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24706,1519470,Endless Furry Killer 3D,84,0.8333333333333334,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Endless Furry Killer 3D,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Violent furry slayer,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0075-ranks-24701-24750,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24752,273830,Aviator - Bush Pilot,83,0.2409638554216867,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Aviator - Bush Pilot,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Pilot role; exploratory flight,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24761,342520,BoxesWithGuns,83,0.216867469879518,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,BoxesWithGuns,fixed_named_single,2.0,Hero/Warrior,Rebel/Outlaw,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Action shooter with abstract hero,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24768,410290,Acorn Assault: Rodent Revolution,83,0.7228915662650602,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Acorn Assault: Rodent Revolution,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Rebel rodents against system,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24776,523170,ShotForge,83,0.7469879518072289,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,ShotForge,fixed_named_single,2.0,Creator/Artist,Hero/Warrior,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Hero/Warrior,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Weapon-shaping action game,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24782,649870,NitroRage,83,0.4698795180722891,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,NitroRage,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Rage-fueled action racer,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24783,654820,Akin Vol 2,83,0.6144578313253012,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Akin Vol 2,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Uncertain,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Uncertain,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Abstract exploratory puzzle,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24785,657440,Burn It Down,83,0.7951807228915663,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Burn It Down,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Destructive action emphasis,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24793,765250,Mind the Vikings,83,0.4337349397590361,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Mind the Vikings,fixed_named_single,2.0,Hero/Warrior,Rebel/Outlaw,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Ruler/Leader,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Viking action strategy,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24795,789900,My Little Riding Champion,83,0.5180722891566265,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,My Little Riding Champion,fixed_named_single,2.0,Everyman/Orphan,Caregiver/Guardian,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Caregiver/Guardian,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Horse riding progression,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0076-ranks-24751-24800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24813,1065580,Castle Woodwarf 2,83,0.7469879518072289,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Castle Woodwarf 2,simulator_or_management_role,2.0,Ruler/Leader,Creator/Artist,Caregiver/Guardian,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Caregiver/Guardian,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,simulator_or_management,Dwarf management/castle building.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24819,1119870,Bot Land,83,0.6746987951807228,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Bot Land,strategy_or_systemic_role,2.0,Ruler/Leader,Creator/Artist,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Sage/Investigator,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Bot-faction strategy role.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24825,1203140,RaidTitans,83,0.8795180722891566,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,RaidTitans,strategy_or_systemic_role,2.0,Hero/Warrior,Ruler/Leader,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Shadow/Antihero,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Titan raid command role.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24831,1364740,Brocula,83,0.4939759036144578,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Brocula,fixed_named_single,2.0,Jester/Trickster,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Jester/Trickster,Explorer/Seeker,Shadow/Antihero,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Comedy vampire protagonist.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24835,1442150,Raidfield 2,83,0.4457831325301205,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Raidfield 2,sports_or_racing_role,2.0,Hero/Warrior,Ruler/Leader,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Shadow/Antihero,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,sports_or_racing,Player as soldier in shooter.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24839,1519010,Kamikaze Veggies,83,0.9156626506024096,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Kamikaze Veggies,fixed_named_single,2.0,Jester/Trickster,Rebel/Outlaw,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Rebel/Outlaw,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Silly explosive vegetables.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24841,1545600,Grapple Hoops,83,0.7349397590361446,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Grapple Hoops,sports_or_racing_role,2.0,Hero/Warrior,Jester/Trickster,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Creator/Artist,2.0,1.0,1.0,0.0,yes,False,False,metadata_inference,sports_or_racing,Sports action grappling hoops.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
24850,1877650,Zero Orders Tactics,83,0.9397590361445785,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Zero Orders Tactics,strategy_or_systemic_role,2.0,Ruler/Leader,Sage/Investigator,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Sage/Investigator,Hero/Warrior,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Tactical command role.,20001-25000,,,steam-v006-rest54mini-part_005-chunk-0077-ranks-24801-24850,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25317,489240,Exile to Death,79,0.4556962025316455,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Exile,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Everyman/Orphan,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Named exile protagonist,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0087-ranks-25301-25350,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25350,851650,LOGistICAL: ABC Islands,79,0.7468354430379747,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,LOGistICAL manager,simulator_or_management_role,2.0,Explorer/Seeker,Sage/Investigator,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Ruler/Leader,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,simulator_or_management,Logistics management role,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0087-ranks-25301-25350,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25371,1139470,THE ART - Metamorphosis,79,0.9113924050632912,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,THE ART - Metamorphosis,fixed_named_single,2.0,Creator/Artist,Magician/Transformer,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Magician/Transformer,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Artistic transformation theme,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0088-ranks-25351-25400,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25388,1817290,In Nightmare,79,0.8860759493670886,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,In Nightmare,fixed_named_single,2.0,Explorer/Seeker,Magician/Transformer,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Explorer/Seeker,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Horror dream protagonist,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0088-ranks-25351-25400,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25391,1887010,Tiny Football,79,0.7848101265822784,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Tiny Football,sports_or_racing_role,2.0,Hero/Warrior,Ruler/Leader,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Everyman/Orphan,2.0,1.0,3.0,1.0,yes,False,False,general_knowledge,sports_or_racing,Sports role,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0088-ranks-25351-25400,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25401,2473070,Absorber,79,0.810126582278481,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Absorber,silent_fixed_protagonist,2.0,Explorer/Seeker,Magician/Transformer,Uncertain,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Uncertain,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,insufficient_information,Abstract absorber gameplay; protagonist unclear.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25409,2815610,Chronicon: Survivors,79,0.5063291139240507,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Chronicon: Survivors,silent_fixed_protagonist,2.0,Hero/Warrior,Explorer/Seeker,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Explorer/Seeker,Magician/Transformer,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Survivors-style combat control.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25410,2870220,Tuggowar,79,0.9620253164556962,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Tuggowar,strategy_or_systemic_role,2.0,Ruler/Leader,Rebel/Outlaw,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Rebel/Outlaw,Sage/Investigator,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,"Faction/strategy control, no single hero.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25422,270750,Realms of Arkania 2 - Star Trail Classic,78,0.7564102564102564,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Realms of Arkania 2 - Star Trail Classic,fixed_ensemble,2.0,Explorer/Seeker,Sage/Investigator,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Hero/Warrior,2.0,1.0,1.0,3.0,yes,False,False,general_knowledge,multiplayer_only_or_no_story_focus,Party-based RPG ensemble.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25424,298820,Millennium 2 - Take Me Higher,78,0.7564102564102564,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Millennium 2 - Take Me Higher,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Sage/Investigator,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Named lead in adventure context.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25425,299080,the white chamber,78,0.9871794871794872,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,the white chamber,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Everyman/Orphan,Explorer/Seeker,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Amnesiac protagonist in horror adventure.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25426,314590,room13,78,0.782051282051282,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,room13,fixed_named_single,2.0,Everyman/Orphan,Sage/Investigator,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Everyman/Orphan,Sage/Investigator,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Single playable character in room escape.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
