id,order,appid,game,character,protagonist_name,protagonist_role,protagonist_type,source_type,source_url,source_note,validation_status,known_status,internal_suggested_primary_archetype,internal_suggested_secondary_archetype,internal_suggested_archetype_confidence_0_1,internal_archetype_rationale,internal_archetype_source_url,total_ratings_pos_neg,bucket,batch,prompt,include_main_clean,exclude_reason,game_name,character_name,display_game,display_character,display_label,validation_prompt,name,title,description,game_included_for_display,needs_split_or_research,igdb_id,original_release_year,igdb_corpus_title,igdb_corpus_year
igdbpre90_1988_zak-mckracken-and-the-alien-mindbenders_zak-mckracken,354,,Zak McKracken and the Alien Mindbenders,Zak McKracken,Zak McKracken,tabloid journalist investigating an alien conspiracy,fixed comic adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/zak-mckracken-and-the-alien-mindbenders,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Jester,0.80,"Zak’s function is investigation, but filtered through absurd comedy and conspiracy parody.",https://www.igdb.com/games/zak-mckracken-and-the-alien-mindbenders,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Zak McKracken in Zak McKracken and the Alien Mindbenders (1988)?,True,,Zak McKracken and the Alien Mindbenders,Zak McKracken,Zak McKracken and the Alien Mindbenders (1988),Zak McKracken,Zak McKracken — Zak McKracken and the Alien Mindbenders (1988),Which archetypes best describe Zak McKracken in Zak McKracken and the Alien Mindbenders (1988)?,Zak McKracken,Zak McKracken,Zak McKracken and the Alien Mindbenders (1988): tabloid journalist investigating an alien conspiracy,True,False,106,1988,Zak McKracken and the Alien Mindbenders,1988
igdbpre90_1989_prince-of-persia_the-prince,355,,Prince of Persia,The Prince,The Prince,imprisoned prince escaping a dungeon to rescue the princess before time expires,fixed cinematic platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/prince-of-persia--2,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Lover,0.85,The Prince is a rescue hero whose obstacle course is framed by romantic urgency.,https://www.igdb.com/games/prince-of-persia--2,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe The Prince in Prince of Persia (1989)?,True,,Prince of Persia,The Prince,Prince of Persia (1989),The Prince,The Prince — Prince of Persia (1989),Which archetypes best describe The Prince in Prince of Persia (1989)?,The Prince,The Prince,Prince of Persia (1989): imprisoned prince escaping a dungeon to rescue the princess before time expires,True,False,2472,1989,Prince of Persia,1989
igdbpre90_1989_simcity_mayor-city-planner,356,,SimCity,Mayor / city planner,Mayor / city planner,systemic civic authority shaping and managing a city,systemic management role,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/simcity,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Ruler,Creator,0.85,The player role is governance and design rather than embodied character action.,https://www.igdb.com/games/simcity,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Mayor / city planner in SimCity (1989)?,True,,SimCity,Mayor / city planner,SimCity (1989),Mayor / city planner,Mayor / city planner — SimCity (1989),Which archetypes best describe Mayor / city planner in SimCity (1989)?,Mayor / city planner,Mayor / city planner,SimCity (1989): systemic civic authority shaping and managing a city,True,False,1272,1989,SimCity,1989
igdbpre90_1989_golden-axe_ax-battler-tyris-flare-gilius-thunderhead,357,,Golden Axe,Ax Battler / Tyris Flare / Gilius Thunderhead,Ax Battler / Tyris Flare / Gilius Thunderhead,fantasy warrior trio fighting Death Adder,selectable arcade fantasy protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/golden-axe,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.75,The selectable heroes are revenge/resistance warriors fighting a tyrannical villain.,https://www.igdb.com/games/golden-axe,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Ax Battler / Tyris Flare / Gilius Thunderhead in Golden Axe (1989)?,True,,Golden Axe,Ax Battler / Tyris Flare / Gilius Thunderhead,Golden Axe (1989),Ax Battler / Tyris Flare / Gilius Thunderhead,Ax Battler / Tyris Flare / Gilius Thunderhead — Golden Axe (1989),Which archetypes best describe Ax Battler / Tyris Flare / Gilius Thunderhead in Golden Axe (1989)?,Ax Battler / Tyris Flare / Gilius Thunderhead,Ax Battler / Tyris Flare / Gilius Thunderhead,Golden Axe (1989): fantasy warrior trio fighting Death Adder,True,False,5565,1989,Golden Axe,1989
igdbpre90_1989_strider_strider-hiryu,358,,Strider,Strider Hiryu,Strider Hiryu,high-tech ninja assassin fighting Grandmaster Meio,fixed action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/strider--3,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.85,Hiryu is a stylized action hero opposing a global authoritarian power.,https://www.igdb.com/games/strider--3,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Strider Hiryu in Strider (1989)?,True,,Strider,Strider Hiryu,Strider (1989),Strider Hiryu,Strider Hiryu — Strider (1989),Which archetypes best describe Strider Hiryu in Strider (1989)?,Strider Hiryu,Strider Hiryu,Strider (1989): high-tech ninja assassin fighting Grandmaster Meio,True,False,6969,1989,Strider,1989
igdbpre90_1989_bonk-s-adventure_bonk,359,,Bonk's Adventure,Bonk,Bonk,caveboy mascot using headbutts to rescue Princess Za,fixed mascot platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/bonks-adventure,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Jester,Hero,0.75,"Bonk is comic and childlike, but placed into a classic rescue hero role.",https://www.igdb.com/games/bonks-adventure,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Bonk in Bonk's Adventure (1989)?,True,,Bonk's Adventure,Bonk,Bonk's Adventure (1989),Bonk,Bonk — Bonk's Adventure (1989),Which archetypes best describe Bonk in Bonk's Adventure (1989)?,Bonk,Bonk,Bonk's Adventure (1989): caveboy mascot using headbutts to rescue Princess Za,True,False,7794,1989,Bonk's Adventure,1989
igdbpre90_1989_rick-dangerous_rick-dangerous,360,,Rick Dangerous,Rick Dangerous,Rick Dangerous,"pulp adventurer escaping traps, temples, and enemies",fixed platform-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/rick-dangerous,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Explorer,Jester,0.75,"Rick is an Indiana-Jones-like explorer, but presented with comic trap-heavy exaggeration.",https://www.igdb.com/games/rick-dangerous,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Rick Dangerous in Rick Dangerous (1989)?,True,,Rick Dangerous,Rick Dangerous,Rick Dangerous (1989),Rick Dangerous,Rick Dangerous — Rick Dangerous (1989),Which archetypes best describe Rick Dangerous in Rick Dangerous (1989)?,Rick Dangerous,Rick Dangerous,"Rick Dangerous (1989): pulp adventurer escaping traps, temples, and enemies",True,False,12202,1989,Rick Dangerous,1989
igdbpre90_1989_hero-s-quest-so-you-want-to-be-a-hero_the-hero,361,,Hero's Quest: So You Want to Be a Hero,The Hero,The Hero,custom fantasy adventurer choosing class and solving the valley’s crisis,custom adventure/RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/heros-quest-so-you-want-to-be-a-hero,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.80,The game explicitly frames the role as becoming a hero while exploring and questing.,https://www.igdb.com/games/heros-quest-so-you-want-to-be-a-hero,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe The Hero in Hero's Quest: So You Want to Be a Hero (1989)?,True,,Hero's Quest: So You Want to Be a Hero,The Hero,Hero's Quest: So You Want to Be a Hero (1989),The Hero,The Hero — Hero's Quest: So You Want to Be a Hero (1989),Which archetypes best describe The Hero in Hero's Quest: So You Want to Be a Hero (1989)?,The Hero,The Hero,Hero's Quest: So You Want to Be a Hero (1989): custom fantasy adventurer choosing class and solving the valley’s crisis,True,False,1893,1989,Hero's Quest: So You Want to Be a Hero,1989
igdbpre90_1989_populous_deity-godlike-player,362,,Populous,Deity / godlike player,Deity / godlike player,godlike force shaping terrain and guiding followers against rival powers,systemic god-game role,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/populous,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Ruler,Magician,0.85,The role combines command over people with direct transformation of the world.,https://www.igdb.com/games/populous,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Deity / godlike player in Populous (1989)?,True,,Populous,Deity / godlike player,Populous (1989),Deity / godlike player,Deity / godlike player — Populous (1989),Which archetypes best describe Deity / godlike player in Populous (1989)?,Deity / godlike player,Deity / godlike player,Populous (1989): godlike force shaping terrain and guiding followers against rival powers,True,False,248,1989,Populous,1989
igdbpre90_1989_the-colonel-s-bequest_laura-bow,363,,The Colonel's Bequest,Laura Bow,Laura Bow,student journalist investigating murders at an old plantation,fixed mystery adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/the-colonels-bequest,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Everyman,0.80,"Laura is primarily an investigator, but not a hardened detective or action hero.",https://www.igdb.com/games/the-colonels-bequest,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Laura Bow in The Colonel's Bequest (1989)?,True,,The Colonel's Bequest,Laura Bow,The Colonel's Bequest (1989),Laura Bow,Laura Bow — The Colonel's Bequest (1989),Which archetypes best describe Laura Bow in The Colonel's Bequest (1989)?,Laura Bow,Laura Bow,The Colonel's Bequest (1989): student journalist investigating murders at an old plantation,True,False,12008,1989,The Colonel's Bequest,1989
