igdb_id,name,original_release_year,genres,themes,game_modes,visibility_count_score,rating_count,total_rating_count,summary,storyline,llm6_protagonist_name,llm6_protagonist_type,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,llm6_protagonist_confidence_0_3,llm6_archetype_confidence_0_3,llm6_needs_manual_review,llm6_evidence_basis,llm6_note
342,Duke Nukem 3D,1996,Puzzle | Shooter,Action | Comedy | Science fiction,Multiplayer | Single player,1342.0,446.0,447.0,"Aliens have landed in futuristic Los Angeles and it's up to the Duke to bring the pain and show them the door. After the initial entries of side-scrolling platform games, Duke Nukem 3D introduces a first-person perspective to the series and turns the game into a full-fledged shooter with 2.5D graphics.

Duke's arsenal includes pistols, pipe bombs, laser trip mines, Nordenfelt guns, a chain gun and various rocket launchers, but also his mighty foot to kick enemies. The game sports a high level of interactivity. Many objects in the environment can be broken or interacted with, such as pool tables, arcade machines, glass, light switches and security cameras. The protagonist is also able to hand strippers a dollars to have them remove their top.",,Duke Nukem,fixed_named_single,Jester/Trickster,Hero/Warrior,Rebel/Outlaw,3,3,False,general_knowledge,Parodic action-hero protagonist.
548,Gears of War 2,2008,Shooter,Action | Science fiction,Co-operative | Multiplayer | Single player | Split screen,1340.0,440.0,445.0,"In Gears of War 2, The COG continues its fight against the Locust horde, who are attempting to sink all of the cities on the planet Sera by using a big riftworm to eat the ground beneath them. Sergeant Marcus Fenix leads Delta Squad into the depths of the planet to try to stop the worm from eating but instead they discover the true intent of the Locust actions.",,Marcus Fenix,fixed_named_single,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,False,general_knowledge,Soldier squad lead.
2262,Gothic II,2002,Adventure | Role-playing (RPG) | Strategy,Action | Fantasy | Horror | Open world | Stealth | Survival,Single player,1321.0,439.0,440.0,"Gothic II is a role-playing video game and the sequel to Gothic, by the German developer Piranha Bytes. It was first released on November 29, 2002 in Germany, with North America following almost one year later on October 28, 2003. The game was published by JoWooD Entertainment and Atari.","The Nameless Hero is instructed by Xardas on the new danger, an army of evil that has gathered in the mine valley, led by dragons. Xardas sends the Hero to Lord Hagen, leader of the paladins, to retrieve the Eye of Innos, an artifact which makes it possible to speak with the dragons and learn more about their motivation. The Nameless Hero starts to the City of Khorinis and after he found a way to enter the city, he learns he has to join one of the factions – the militia, the fire mages or the mercenaries – to be permitted entrance to Lord Hagen. When finally meeting the head of the paladins, the Nameless Hero is first sent into the mine valley, which is now overrun by Orcs, to bring back evidence of the dragons. In the castle, the former old camp, Garond heads the mission of the paladins. He also knows about the dragons, since the castle has already been attacked by them, but is only willing to write a notice on it for Lord Hagen, after the Nameless Hero has gathered information on the status in the mines. By the time the Hero exits the valley with the note about the dragons, the evil forces have become aware of his quest. Seekers are spread throughout the isle, with the goal to kill him. Presented with the note Lord Hagen is willing to give the Eye of Innos to the Hero and sends him to the monastery of the fire mages to retrieve it. But shortly before the Hero arrives there, the eye was stolen. The Hero chases after the thief, but just arrives in time to witness Seekers destroy the Eye of Innos. A smith can repair the amulet, but for the magical power to be restored, a ritual with high mages representing the three gods is necessary. Vatras, the water mage, prepares the ritual and represents Adanos. With former fire mage Xardas representing Beliar, Pyrokar, head of the fire mages, joins the ritual reluctantly to represent Innos. The mages manage to restore the power of the Eye of Innos and so the Hero can head back to the valley to destroy the four dragons that live there. After all of the dragons are killed, the Hero travels to Xardas' tower to report to him, but the mage is gone. The Hero is given a note from Xardas by Lester, telling him he was to find more information in the fire mages' monastery, in the book 'The Halls of Irdorath'. The book contains a sea map, showing the way to the isle Irdorath, one of the ancient temples of Beliar that once disappeared. The hero assembles a crew and gets a ship and a captain for that ship to sail to Irdorath and confront the leader of the dragons – the undead dragon.",The Nameless Hero,fixed_named_single,Rebel/Outlaw,Hero/Warrior,Explorer/Seeker,3,3,False,general_knowledge,Outsider antihero fantasy RPG lead.
1192,Crash Team Racing,1999,Racing,Action | Comedy | Fantasy | Science fiction,Multiplayer | Single player | Split screen,1317.0,439.0,439.0,Crash Team Racing is a kart racing game featuring popular characters from the Crash Bandicoot series. The gameplay is very similar to other kart racing video games like Mario Kart: players have to choose a character and compete against the other racers on various racetracks. The story mode allows you to choose any one of the characters to complete all the main races and beat the ultimate boss Nitrous Oxide. Each of the main races are against 7 other AI competitors with 5 boss races. There are also a few arcade modes up to 4 players.,"An egotistical space alien by the name of Nitros Oxide comes to Earth and challenges Crash Bandicoot, his friends and foes to a racing competition before facing himself, threatening to turn the world into a concrete parking lot if he wins.",,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Abstract/sport/racing/music/board category without fixed narrative protagonist.
2181,Wii Sports,2006,Simulator | Sport,Party,Co-operative | Multiplayer | Single player | Split screen,1310.0,434.0,436.0,"Bowl like a pro or go for that home run...
Experience Tennis, Baseball, Golf, Bowling and Boxing as you never did before. Thanks to the Wii Remote, each sport will be immediately familiar and easy to play. And, when you feel ready, challenge your friends and family: everybody will be in for some serious Wii Sports fun!",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
1035,The Legend of Zelda: The Minish Cap,2004,Adventure | Puzzle,Action | Fantasy,Single player,1300.0,432.0,433.0,"The Legend of Zelda: The Minish Cap is a top-down action adventure game that tells the origins of the evil Vaati from Four Swords. Like most other titles in the series, The Minish Cap features the fully explorable land of Hyrule, although it can be viewed from the eyes of a human or the eyes of a Minish, a race of tiny people and an alternate form that Link can transform into. Unlike the multiplayer focus of the other games in the series, The Minish Cap retains the original form of exploration and dungeons as seen in A Link to the Past, Oracle of Seasons, and Oracle of Ages, as well as returning characters and game mechanics such as Malon and the Spin Attack. New features include fusing Kinstones and shrinking to the size of a Minish.","While at a festival with Princess Zelda, Link encounters a mysterious mage called Vaati who turns the princess to stone. Helpless to stop them, Link is asked by the king to meet with a race of tiny people known as the Minish, who may be able to help with their predicament. On his travels, Link teams up with a talking cap called Ezlo, who is able to shrink Link to the size of a Minish so that he can meet with them. With his newfound abilities, Link must save the kingdom from Vaati's menace.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
245,Command & Conquer: Red Alert 2,2000,Real Time Strategy (RTS) | Strategy,Fantasy | Historical | Science fiction,Multiplayer | Single player,1282.0,426.0,427.0,"The Soviets are back and this time they’re on American soil. Fight for the red, white, and blue – or just the red. But be careful – the mystical madman Yuri, with his mysterious mind-control technology, is readying his army for a shot at world domination.Fight on the side of freedom or battle behind the Iron Curtain. Prism tanks, Tesla Troopers, Terror Drones, Desolators, Psychic Mind Control Giant Squid, and Sonic Dolphins are just a small part of your arsenal. Play either side in the full solo-play campaign or as one of the nine nations in eight modes of multiplayer.","What if Hitler never existed? Einstein pondered the question and created a time-machine to eliminate Hitler as a young man, thus preventing World War II as history remembers it. However, Einstein stopped one evil only to create another - because Stalin's Soviet Union is now poised to conquer Europe... and Allies must stop them!",,strategy_or_systemic_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Faction/strategy control without single protagonist.
1513,Pokémon Silver Version,1999,Adventure | Role-playing (RPG) | Turn-based strategy (TBS),Action | Fantasy | Kids,Multiplayer | Single player,1268.0,420.0,422.0,"Pokémon Silver, along with Pokémon Gold, are the sequels to Pokémon Red and Blue. They offer 100 new Pokémon to capture and train, 8 more Gyms to take on and a new Pokémon League challenge. Featuring an expanded post-game, Pokémon Gold and Silver additionally offer extra content from the previous entries in the series.",,Player character / Pokémon Trainer,customizable_but_defined,Explorer/Seeker,Caregiver/Guardian,Sage/Investigator,3,3,False,general_knowledge,Trainer journey with chosen avatar.
17269,Roblox,2006,Adventure | Platform | Simulator,Action | Kids | Open world | Sandbox,Co-operative | Multiplayer | Single player,1263.0,421.0,421.0,"Roblox is a massively multiplayer online platform marketed toward creators and players of all ages. It allows users to create their own virtual games using a variety of objects, which they and others can enter and socialize in. Games created on Roblox can be scripted using a sandboxed scripting language based on Lua 5.1 to affect events that occur in-game and create different scenarios.",Roblox is a user-generated content platform and game creation system with no overarching narrative; players create and share their own experiences rather than following a developer-authored story.,Player avatar,simulator_or_management_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Life/sandbox simulation without fixed lead.
125174,Overwatch,2023,Shooter,Action | Science fiction,Co-operative | Multiplayer | Single player,1263.0,417.0,420.0,"Overwatch is a free-to-play, team-based action game set in the optimistic future, where every match is the ultimate 5v5 battlefield brawl. Play as a time-jumping freedom fighter, a beat-dropping battlefield DJ, or one of over 30 other unique heroes as you battle it out around the globe.",,,no_clear_protagonist,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Roster/multiplayer title without a single protagonist.
482,Silent Hill 3,2003,Adventure | Puzzle,Action | Horror | Mystery | Science fiction | Stealth | Survival,Single player,1257.0,415.0,418.0,"Silent Hill 3 is the third installment in the Silent Hill series. Like the previous entries, Silent Hill 3 is a survival horror combining action-based combat and puzzle-solving, but is somewhat more combat-oriented than the preceding installments. The main character is able to side-step and block some attacks, but in general shares with the other protagonists of the series their relative ineptitude in combat.","Seventeen years have passed since the events of the first game, and the baby whom the Incubator gave to Harry Mason at the end of the first game, Heather Mason, is now a teenage girl. Harry took Heather into his care to raise as his own daughter. One fine day, Heather goes shopping but is suddenly thrust into a strange alternate reality filled with demonic imagery and twisted monsters. She hears footsteps, disgusting, creepy monsters attack her, and she has to defend herself. Heather quickly comes to find that the events unfolding around her have something to do with her past. Exploring the eerie town of Silent Hill, she must find a way to escape.",Heather Mason,fixed_named_single,Everyman/Orphan,Sage/Investigator,Hero/Warrior,3,3,False,general_knowledge,Young protagonist confronting occult past.
1638,GoldenEye 007,1997,Shooter,Action | Stealth,Multiplayer | Single player | Split screen,1251.0,417.0,417.0,"GoldenEye 007 is a first-person shooter based on the 1995 James Bond film. The game features a single-player campaign with 20 missions across multiple difficulty levels, emphasizing stealth, varied objectives and mission-based progression. Players can use a range of weapons and gadgets while navigating diverse environments inspired by the movie.

The local split-screen multiplayer mode supports up to four players and offers competitive scenarios such as deathmatch, team modes and character selection from the James Bond universe. The multiplayer component became widely recognized for its influence on console FPS design and is considered a landmark feature of the game.",,Player soldier/agent,player_avatar_weakly_defined,Hero/Warrior,Caregiver/Guardian,Rebel/Outlaw,1,1,True,metadata_inference,Weak protagonist role inferred from genre and metadata; no fixed name found.
913,Tony Hawk's Pro Skater 2,2000,Sport,Action,Multiplayer | Single player | Split screen,1246.0,414.0,415.0,"Tony Hawk's Pro Skater 2 redefined an already great game. Its addition of stellar new features (like Create-A-Park), and great game-play tweaks (the manual maneuver will be copied for years to come) made it the best installment in a killer series of games. Anyone who has ever skated the Philadelphia level will agree -- this game is a masterpiece of level design. Hell, it's a masterpiece all around. There isn't a bad park or dull moment, just pure gaming nirvana!",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
1928,Indigo Prophecy,2005,Adventure,Action | Drama | Thriller,Single player,1229.0,403.0,408.0,"Indigo Prophecy is an action-adventure game that involves the player in making decisions to alter the narrative. The name change in North America was made to avoid confusion with Michael Moore's Fahrenheit 9/11 documentary film, which was released in 2004. Indigo Prophecy introduced elements like ethical ambiguity, romance, the inability to perish, and interactive storytelling that would endure in Quantic Dream later games.","Without knowing why, Lucas Kane kills a man in a diner's restroom in New York City. Frightened, he contacts a spiritual medium, who helps him find out what happened the night of the murder. But what they find out doesn't only raise further questions, but puts everybody's life in danger.",Lucas Kane,fixed_named_single,Everyman/Orphan,Sage/Investigator,Rebel/Outlaw,3,3,False,general_knowledge,Ordinary man implicated in supernatural murder mystery.
2345,Mario Kart DS,2005,Arcade | Racing,Kids | Party,Multiplayer | Single player,1229.0,407.0,409.0,"Mario Kart DS is the continuation of the long running racing game series that began on the Super Nintendo. It features 16 new tracks as well as 16 tracks from the previous 4 games, with each set split up into the Nitro and Retro Grand Prix respectively. Eight racers are initially available, each with two go-karts to choose from. A number of characters and additional karts are also available to unlock. New items have been added to the arsenal, including a Blooper squid that squirts ink onto the screens of other players and a Bullet Bill power up that transforms the player into a giant, fast-travelling bullet on autopilot.",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
1076,New Super Mario Bros.,2006,Adventure | Platform,Action,Co-operative | Multiplayer | Single player,1223.0,405.0,407.0,"New Super Mario Bros. is a side-scrolling 2.5D action-adventure platformer game for the Nintendo DS, starring Mario and Luigi. The game features a solo story mode with Mario or Luigi, a two-player wireless game Mario Vs. Luigi, as well as a minigame mode for up to four players. The gameplay of New Super Mario Bros. is very much like that of the classic 2D platformers, mostly Super Mario Bros. and Super Mario Bros. 3, and substantially builds upon them to create gameplay both classic and contemporary. As the game is on DS, the touch screen allows players to store an additional power-up and view the distance still to go in a level.","Emergency News Flash!

Princess Peach has been kidnapped! While enjoying a picnic with Mario, the beloved ruler of the Mushroom Kingdom was whisked away by an unknown assailant. How could this happen with Mario around?

According to Mario, the walk was going swimmingly when Mario and the princess spotted smoke billowing out of Peach’s Castle. The mustachioed marvel immediately jumped into action and sped off toward the fire. The moment he left her side, the princess vanished!

Who’s behind Princess Peach’s disappearance? Who’s behind the attack on Peach’s Castle? Are the two incidents related? Didn’t Bowser Jr. once think Princess Peach might be his mother?

Looks like Mario’s going to need all the Mega Mushrooms he can find to get to the bottom of this mess.",Mario,fixed_named_single,Hero/Warrior,Innocent,Jester/Trickster,3,3,False,general_knowledge,Mario platform/adventure lead.
534,The Legend of Zelda: Skyward Sword,2011,Adventure | Puzzle,Action | Fantasy | Historical | Open world,Single player,1213.0,395.0,402.0,"The Legend of Zelda: Skyward Sword is the first Zelda game created specifically with the Wii in mind. The game makes use of the Wii MotionPlus peripheral for sword fighting, with a revised Wii Remote pointing system used for targeting. Skyward Sword is structured very similar to previous Zelda games, as you travel through an overworld in search of temples to visit and once in you solve a series of puzzles before fighting a boss at the end and receive the next bit of plot. The biggest change is that the overworld is more focused on puzzles with only a handful of action.","In the floating island community of Skyloft, a young knight-in-training named Link lives above an endless sea of clouds, unaware of the surface world below. When his childhood friend Zelda is swept away by a mysterious dark tornado and pulled beneath the cloud barrier, Link is drawn to a sacred sword hidden within a statue of the goddess. The blade's spirit, Fi, reveals Link is the prophesied hero destined to confront a rising evil. He must descend to the long-abandoned surface lands to find Zelda before the self-proclaimed Demon Lord Ghirahim can use her to revive his imprisoned master, the ancient Demon King Demise, whose return would threaten all existence.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
989,Halo 3: ODST,2009,Shooter,Action | Science fiction | Stealth | Warfare,Co-operative | Multiplayer | Single player,1206.0,394.0,400.0,"New Mombasa is in ruins, yet the fight is far from over. Halo 3: ODST drops players onto the streets of the besieged city in this first-person shooter. Assume the role of “The Rookie”, an Orbital Drop Shock Trooper, and discover the truth behind the Covenant invasion. Engage in intense online multiplayer battles with the complete collection of Halo 3 multiplayer maps – including three all-new battlefields – and join your teammates in Firefight, a new cooperative mode that pits you against waves of Covenant invaders.","Taking place in the Kenyan port city of New Mombasa, ODST follows a squad of elite Marine Orbital Drop Shock Troopers during the Covenant invasion of Earth on October 20, 2552. Knocked off course due to the Mombasa Slipspace Incident, these five ODSTs, accompanied by an ONI officer, fight through the waste-filled, destroyed streets in order to link up with each other, evade the Covenant, and execute a top secret mission.

The game occurs directly after the events of the Halo 2 level Metropolis, when the Prophet of Regret performs a slipspace jump in New Mombasa.",Master Chief,fixed_named_single,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,False,general_knowledge,Supersoldier hero protagonist.
1079,Super Mario 3D Land,2011,Platform,Action,Single player,1191.0,385.0,394.0,"Super Mario 3D Land is the second 3D Super Mario platformer for a handheld device, and the successor to Super Mario Galaxy 2. The game is closely based on side-scrolling Mario games, as it combine elements from both traditional 2D Mario games and modern free-roaming 3D Mario games. It also introduces elements into the series, including power-ups and gameplay mechanics.","In the Mushroom Kingdom, there stands a mysterious tree. It has a branch in the shape of a tail and is known as the Tail Tree. One night, a fierce storm assails the Mushroom Kingdom. Worried for the Tail Tree, Princess Peach goes to check on it, but when morning arrives, she has yet to return.

Accompanied by Toads, Mario rushes to the Tail Tree only to find its leaves are gone. All that remains is the bare Tail Tree and an envelope.

Inside the envelope, they find a photograph of Princess Peach in Bowser’s grasp! The Toads are beside themselves. Bowser is up to his dirty deeds again, so Mario rushes off to rescue Princess Peach!",Mario,fixed_named_single,Hero/Warrior,Innocent,Jester/Trickster,3,3,False,general_knowledge,Mario platform/adventure lead.
1558,Pokémon Gold Version,1999,Adventure | Role-playing (RPG) | Turn-based strategy (TBS),Action | Fantasy | Kids,Multiplayer | Single player,1190.0,394.0,396.0,"Pokémon Gold, along with Pokémon Silver, are the sequels to Pokémon Red and Blue. They offer 100 new Pokémon to capture and train, 8 more Gyms to take on and a new Pokémon League challenge. Featuring an expanded post-game, Pokémon Gold and Silver additionally offer extra content from the previous entries in the series.",,Player character / Pokémon Trainer,customizable_but_defined,Explorer/Seeker,Caregiver/Guardian,Sage/Investigator,3,3,False,general_knowledge,Trainer journey with chosen avatar.
5619,Demon's Souls,2009,Adventure | Role-playing (RPG),Action | Fantasy | Open world | Sandbox,Co-operative | Multiplayer | Single player,1189.0,387.0,394.0,"A third-person action RPG with cooperative and competitive multiplayer elements in which the player enters the kingdom of Boletaria as it is being ravaged by a fog that spawns murderous demons. The player has to hunt down the arch demons situated in five disparate areas within the kingdom and partake in punishing combat to reach the Old One, the vengeful being that brought the fog to Boletaria.","Demon's Souls is set in a fictional dark fantasy world, taking part mostly in the southern medieval kingdom of Boletaria, that has been consumed by a thick, mysterious Fog that is creeping ever out to blanket the entire world. The Old One, a colossal immortal flying Demon, has been awoken and with it Demons have come forth to consume the souls of men. Only when The Old One is lulled back to eternal slumber will the fog dissipate and the world be restored.",Player hero,player_avatar_weakly_defined,Explorer/Seeker,Hero/Warrior,Ruler/Leader,1,1,True,metadata_inference,Weak protagonist role inferred from genre and metadata; no fixed name found.
2671,Guitar Hero III: Legends of Rock,2007,Music | Simulator,Party,Co-operative | Multiplayer | Single player | Split screen,1161.0,379.0,385.0,"Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
2344,Mario Kart: Double Dash!!,2003,Arcade | Racing,Action | Kids,Co-operative | Multiplayer | Single player | Split screen,1157.0,383.0,385.0,"The Mushroom Kingdom just got a whole lot more hectic as Mario and friends double up for furious kart racing. This time around, each kart holds two racers that can switch places at any time, so choose from a huge cast of favorites and pair them up any way you see fit. The character in front handles the driving duties, while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use. Get ready for some intense multiplayer mayhem with your favorite characters, including Mario, Luigi, Donkey Kong, Peach, Bowser, and Koopa.",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
494,Bulletstorm,2011,Shooter,Action | Comedy | Science fiction,Multiplayer | Single player,1156.0,376.0,383.0,"Bulletstorm brings new furor to first-person shooter action thanks to its signature 'kill with skill' gameplay. The game tells the story of a futuristic confederation protected by an elite band of mercenaries: Dead Echo. When Dead Echo members Grayson Hunt and Ishi Sato learn they've been working for the wrong side, they're betrayed by their commander and exiled to the far reaches of the galaxy. In Bulletstorm, Grayson and Ishi find themselves surrounded by hordes of mutants and flesh eating gangs in an abandoned paradise. They have two objectives: get off the planet alive, and exact revenge on the man who sent them there.

Players step into the role of Grayson Hunt complete with an arsenal of over-the-top combat moves and outrageously large guns. Bulletstorm's array of distinct 'skillshots' produces unprecedented levels of frantic gameplay and yell-inducing satisfaction. The skillshot system rewards players for inciting mayhem in the most creative way possible. The more insane the skillshot, the more points players collects to upgrade their character and unlock weapons, which then allows them to execute even more creative moves and exaggerated skillshots.","Bulletstorm takes place in the 26th century, where the Confederation of Planets are protected by a secret black-ops army called Dead Echo, commanded by General Sarrano. One Dead Echo team, led by Grayson Hunt (Steven Blum), having been following Sarrano's orders in assassinating what they believe are drug traffickers and mass murderers, kill a man known as Bryce Novak, but soon discover he was a civilian reporter, having documented other civilian deaths caused by Dead Echo. Grayson and his team realize they have been duped by Sarrano and go AWOL, becoming space pirates on the run from Sarrano's forces, now going by the name Final Echo.

Ten years later, Grayson's team tries to flee from Sarrano's battlecruiser, the Ulysses, while near the planet of Stygia. With their ship's systems failing, Grayson, in a drunken stupor, orders the crew to ram at the Ulysses, hoping to gain revenge on Sarraro. The ships collide, forcing both down and causing them to crash land on the surface of Stygia. One of Grayson's men, Ishi Sato (Andrew Kishino), is critically wounded in the crash and Grayson is forced to find an energy cell to drive the ship's medical equipment. On the planet, a former popular tropical-like resort destination, the population has mutated into feral tribes and carnivorous plants. Grayson fights through to one of the Ulysses escape pods, where a Final Echo soldier succumbs to a horde of mutants. After dispatching the attackers, Grayson retrieves the escape pod's energy cell, as well as an ""instinct leash"" that, when worn, begins to provide him strange tactile information, such as points for each enemy he kills.

Grayson returns with the cell, and while Ishi is under operation, the mutants attack their ship. The operation is cut short by an explosion during battle, leaving Ishi a disfigured cyborg. Grayson and Ishi, the only survivors, decide to work together to get off the planet, despite Ishi's disapproval of Grayson's thirst for revenge. The instinct leash leads Grayson to another escape pod, where they find Trishka (Jennifer Hale), another Final Echo soldier who agrees to work with Grayson and Ishi, but only after they rescue Sarrano. As they battle through the ravaged city, Trishka explains that Stygia has been used by Final Echo as a sort of training grounds, with the instinct leashes the soldiers wear as a means of ranking those within the test; those that scored kills would be the only ones that could get ammunition and other supplies to survive. When Grayson learns that Trishka was Novak's daughter, he tells her that Sarrano was responsible for her father's death, but claims he does not know who actually killed him.

The three make their way to the top of a skyscraper where Sarrano's pod landed. Trishka accuses Sarrano of her father's death, but he simply kicks her off the side of the building. Sarrano then warns Grayson and Ishi that there is an armed DNA bomb on the Ulysses that will wipe out all life on the planet, and that they must go and disarm it, as his rescue ship will not arrive in time. Sarrano leads them through the underground areas of the city, encountering radioactive waste and a giant prison. Sarrano snidely explains that that shields used to protect the planet's surface from its deadly electrical storms created the waste, and in turn, began to mutate the population of the surface; the changes occurred too quickly for most of the surface population to be rescued, and thus many of the feral mutants that Grayson has been fighting were more innocent civilians. Grayson is furious at this revelation, but continues to help Sarrano to reach the remains the Ulysses. Aboard, Sarrano tricks Grayson and Ishi once again, having them actually arm the DNA bomb, while his rescue ship will arrive in time to save him. As fire breaks out aboard the fallen ship, the two are saved by Trishka, who survived the fall by catching a power line on her way down.

The three race to where Sarrano's rescue ship is landing and manage to get on board. They make their way through Sarrano's elite troops and eventually face Sarrano alone. Trishka demands to know who actually killed her father, to which Sarrano indicts Grayson. In the confusion, Sarrano hijack's Ishi's computer systems, forcing him to turn on his friends. Grayson manages to break Sarrano's control of Ishi, and Ishi sacrifices himself to prevent Sarrano from killing Grayson. Grayson then impales Sarrano on the wall of a ship. As Grayson and Trishka regroup, Sarrano performs one final act, ejecting Grayson, Trishka and several of his men from the ship back onto the planet. With the DNA bomb soon to detonate, Grayson and Trishka race back to the Ulysses where one escape pod remains unlaunched; they are able to board it and escape into low orbit, out of range of the DNA bomb when it goes off.",Player soldier/agent,player_avatar_weakly_defined,Hero/Warrior,Creator/Artist,Ruler/Leader,1,1,True,metadata_inference,Weak protagonist role inferred from genre and metadata; no fixed name found.
130,Warcraft II: Tides of Darkness,1995,Real Time Strategy (RTS) | Strategy,Fantasy,Multiplayer | Single player,1153.0,383.0,384.0,"Warcraft II: Tides of Darkness is a Strategy video game published by Blizzard Entertainment released on 1995 for MS-DOS. Warcraft 2 is a successor of the popular Warcraft real-time strategy game. The game contains many improvements over the previous version in graphics, sounds and playability. The Multiplayer was also greatly improved allowing up to 8 players in the marvelous multiplayer skirmish.","The First War brought the Fall of Azeroth, following the Orc campaign in Warcraft: Orcs & Humans. The survivors of Azeroth have fled by sea to the Human kingdom of Lordaeron, and the Orcs have decided to conquer Lordaeron, in what is known as the Second War. Both sides have acquired allies and new capabilities, including naval and air units, and more powerful spellcasters.

In the Second War, the Orcs are successful at first, but the Humans and their allies take the initiative, partly thanks to an Orc rebellion initiated by the warlock Gul'dan, who seeks to raise the sunken Tomb of Sargeras. Eventually, the Alliance forces push the Horde to Blackrock Spire, but Anduin Lothar, commander of the Alliance, is slain there. At the final battle around the Dark Portal in Azeroth, the Alliance exterminates one Orc clan and captures the Orc supreme commander and the remnants of his forces. Hoping to avoid further invasions, the Alliance destroys the Dark Portal.",,strategy_or_systemic_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Faction/strategy control without single protagonist.
136,Devil May Cry 3: Dante's Awakening,2005,Adventure | Hack and slash/Beat 'em up | Shooter,Action | Horror,Single player,1145.0,379.0,381.0,"Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated.","Set a decade before the events of the first Devil May Cry in an enchanted tower, Temen-ni-gru, the story centers on the dysfunctional relationship between Dante and his brother Vergil.",Dante,fixed_named_single,Rebel/Outlaw,Hero/Warrior,Jester/Trickster,3,3,False,general_knowledge,Stylish demon-hunter antihero.
134,Devil May Cry,2001,Adventure | Hack and slash/Beat 'em up,Action | Fantasy,Single player,1123.0,369.0,373.0,"Originally intended to be the fourth installment in the Resident Evil series, Devil May Cry is an action-adventure game that introduced a host of new elements to the gaming community. Chief among them is the Stylish Rank, which grades the player's performance in combat. The game is split into Missions, which are individually scored according to various factors, such as Orbs gathered and damage taken. Additionally, Devil May Cry did away with the pre-rendered backgrounds of prior Resident Evil games in order to allow for a dynamic camera system.","Set in modern times on the fictional Mallet Island, the story centers on Dante, a demon hunter who uses his business to carry out a lifelong vendetta against all demons. He meets a woman named Trish who takes him on a journey to defeat the demon lord Mundus, who is responsible for the deaths of Dante's brother and mother.",Dante,fixed_named_single,Rebel/Outlaw,Hero/Warrior,Jester/Trickster,3,3,False,general_knowledge,Stylish demon-hunter antihero.
