appid,name_from_app_list,absolute_index,details_from_cache,steamspy_from_cache,forced_include,bucket,matched_terms,relevance_score,steamspy_tags,steam_type,steam_name,is_free,required_age,release_date_coming_soon,steam_release_date,developers,publishers,steam_genres,steam_categories,platform_windows,platform_mac,platform_linux,metacritic_score,recommendations_total,short_description,header_image,website,support_url,support_email,steamspy_owners,steamspy_median_forever,steamspy_average_forever,total_reviews,total_positive,total_negative,total_ratings_pos_neg,positive_ratio,review_score,review_score_desc,reviews_from_cache,include_in_corpus,exclusion_reason,original_release_year,original_release_decade,game_series,protagonist,protagonist_type,protagonist_gender,primary_archetype,secondary_archetype,shadow_load_0_3,player_projection_0_3,narrative_complexity_0_3,corpus_notes,coding_source,review_error,run_id,run_start_index,run_scan_limit,scanned_at_utc,player_shaped_arc,ensemble_archetypes,llm_primary_archetype_suggestion,llm_secondary_archetype_suggestion,llm_shadow_load_suggestion,human_validation_primary_mode,human_validation_secondary_mode,human_validation_agreement_score,human_validation_votes_json
335300,DARK SOULS™ II: Scholar of the First Sin,4231,True,True,False,narrative/protagonist-heavy,"Action, Action RPG, Adventure, Character Customization, Lore-Rich, RPG, Singleplayer, Story Rich, Third Person",19,"Souls-like, Dark Fantasy, RPG, Difficult, Action, Third Person, Atmospheric, Action RPG, Character Customization, Co-op, Multiplayer, Adventure, Fantasy, Medieval, Dark, Singleplayer, Lore-Rich, Story Rich, PvP, Remake",game,DARK SOULS™ II: Scholar of the First Sin,False,13,False,"Apr 1, 2015","FromSoftware, Inc.","Bandai Namco Entertainment, FromSoftware, Inc.","Action, RPG","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,False,False,79,82317,"DARK SOULS™ II: Scholar of the First Sin brings the franchise’s renowned obscurity &amp; gripping gameplay to a new level. Join the dark journey and experience overwhelming enemy encounters, diabolical hazards, and unrelenting challenge.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/335300/header.jpg?t=1760721873,https://www.bandainamcoent.com/games/dark-souls-ii,http://www.bandainamcogames.com,,"2,000,000 .. 5,000,000",0,0,129548,108732,20816,129548,0.8393182449748355,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:14:43.388970+00:00,,,,,,,,,
220240,Far Cry 3,1484,True,True,False,narrative/protagonist-heavy,"Action, Adventure, FPS, First-Person, Open World, RPG, Sandbox, Shooter, Singleplayer, Stealth, Story Rich, Survival",20,"Open World, FPS, Action, Adventure, Multiplayer, Shooter, Stealth, Co-op, First-Person, Hunting, Singleplayer, Sandbox, Story Rich, Survival, Online Co-Op, Nudity, Atmospheric, Crafting, Colorful, RPG",game,Far Cry 3,False,17,False,"Dec 4, 2012","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support",True,False,False,88,118707,Discover the dark secrets of a lawless island ruled by violence and take the fight to the enemy as you try to escape. You’ll need more than luck to escape alive!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220240/header.jpg?t=1752169206,http://farcrygame.com,http://support.ubi.com,,"2,000,000 .. 5,000,000",0,0,129334,114236,15098,129334,0.8832634883325343,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:26.234105+00:00,,,,,,,,,
232090,Killing Floor 2,1650,True,True,False,survival/sandbox or horror,"Action, Character Customization, FPS, First-Person, Horror, Shooter, Survival, Survival Horror, Zombies",15,"Zombies, Multiplayer, Online Co-Op, Gore, FPS, Post-apocalyptic, Hack and Slash, Horror, Shooter, Action, Moddable, First-Person, Survival, Co-op, Survival Horror, Team-Based, Atmospheric, PvE, Character Customization, Dark",game,Killing Floor 2,False,17,False,"Nov 18, 2016",Tripwire Interactive,Tripwire Interactive,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,False,False,75,87565,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op &amp; 12-player VS Zed-slaughtering mayhem.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/232090/header.jpg?t=1774538987,http://www.killingfloor2.com,http://support.killingfloor2.com,,"2,000,000 .. 5,000,000",0,0,128899,113793,15106,128899,0.8828074694140373,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:37.886220+00:00,,,,,,,,,
632470,Disco Elysium - The Final Cut,14342,True,True,False,narrative/protagonist-heavy,"Adventure, CRPG, Character Customization, Choices Matter, Detective, Open World, Point & Click, Political, RPG, Singleplayer, Story Rich, Visual Novel",29,"RPG, Story Rich, Choices Matter, Detective, Isometric, Atmospheric, Singleplayer, Point & Click, CRPG, Noir, Political, Surreal, Visual Novel, Exploration, Funny, Indie, Adventure, Open World, Character Customization, Sexual Content",game,Disco Elysium - The Final Cut,False,0,False,"Oct 15, 2019",ZA/UM,ZA/UM,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",True,True,False,97,115091,"Disco Elysium - The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal and a whole city to carve your path across. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/632470/816ea59d6d8ac525f79a07c3a7afa94eddb3437c/header.jpg?t=1780913406,http://www.zaumstudio.com,http://www.zaumstudio.com,,"2,000,000 .. 5,000,000",0,0,127503,118117,9386,127503,0.9263860458185298,8,Very Positive,True,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T10:49:08.387478+00:00,,,,,,,,,
225540,Just Cause™ 3,1565,True,True,False,RPG/character progression,"Action, Adventure, Open World, RPG, Sandbox, Shooter, Singleplayer, Third Person, Third-Person Shooter",14,"Open World, Action, Destruction, Third-Person Shooter, Multiplayer, Singleplayer, Shooter, Adventure, Sandbox, Third Person, Exploration, Physics, Funny, Atmospheric, Co-op, Parkour, Comedy, Great Soundtrack, Moddable, RPG",game,Just Cause™ 3,False,17,False,"Nov 30, 2015",Avalanche Studios,Square Enix,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,False,False,74,103292,"With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/225540/header.jpg?t=1766058472,https://justcause.com/,http://sqex.to/steamsupport,,"5,000,000 .. 10,000,000",0,0,126989,107085,19904,126989,0.8432620148201813,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:29.250033+00:00,,,,,,,,,
582160,Assassin's Creed® Origins,12681,False,False,False,RPG/character progression,"Action, Adventure, RPG",4,,game,Assassin's Creed® Origins,False,17,False,"Oct 26, 2017",Ubisoft Montreal,Ubisoft,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support, Remote Play on Tablet, HDR available",True,False,False,,117758,"Explore Ancient Egypt in this action-adventure game. Battle powerful enemies, unveil conspiracies, and discover the origin story of the Assassin’s Brotherhood.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582160/header.jpg?t=1777477123,http://assassinscreed.ubisoft.com,http://support.ubi.com,,,,,126839,108928,17911,126839,0.8587894890372835,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T09:31:01.417463+00:00,,,,,,,,,
674940,Stick Fight: The Game,15886,False,False,False,action/adventure protagonist,Action,1,,game,Stick Fight: The Game,False,0,False,"Sep 28, 2017",Landfall West,Landfall,"Action, Casual, Indie","Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",True,True,False,,99656,Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/674940/header.jpg?t=1730715399,http://landfall.se/stickfightthegame/,landfall.se,Support@landfall.se,,,,124989,116849,8140,124989,0.9348742689356664,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T12:01:08.127030+00:00,,,,,,,,,
513710,SCUM,10239,False,False,False,action/adventure protagonist,"Action, Adventure",2,,game,SCUM,False,0,False,"Jun 17, 2025",Gamepires,Gamepires,"Action, Adventure, Indie, Massively Multiplayer","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Stereo Sound, Surround Sound, Stats",True,False,False,,97022,"Welcome to SCUM, a ruthless open-world survival game where deep character customization defines the prisoner you become. Loot, craft, hunt, build, and fight to outlast a hostile island where every choice can change your fate. Stay alive. Stay dangerous. Become harder to kill.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/513710/d4ed90b822bbc7c3031ba691aa24e02a5d68a0bf/header_alt_assets_1.jpg?t=1779716240,http://scum.game,https://help.scum.game,scumgame@gamepires.com,,,,124766,92592,32174,124766,0.7421252584838818,6,Mostly Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T07:41:00.644133+00:00,,,,,,,,,
222880,Insurgency,1522,True,True,False,systemic/player-role,"Action, Adventure, FPS, First-Person, Shooter, Simulation, Singleplayer, Strategy, Tactical",12,"FPS, Realistic, Tactical, Multiplayer, Shooter, Action, Military, Team-Based, Co-op, First-Person, War, Strategy, Online Co-Op, Competitive, Indie, PvP, Simulation, Singleplayer, Atmospheric, Adventure",game,Insurgency,False,0,False,"Jan 22, 2014",New World Interactive,New World Interactive,"Action, Indie, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Includes level editor, Family Sharing",True,True,True,74,86406,"Take to the streets for intense close quarters combat, where a team's survival depends upon securing crucial strongholds and destroying enemy supply in this multiplayer and cooperative Source Engine based experience.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/222880/header.jpg?t=1758742858,https://www.newworldinteractive.com,,support@newworldinteractive.com,"2,000,000 .. 5,000,000",0,0,124704,114348,10356,124704,0.916955350269438,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:27.772694+00:00,,,,,,,,,
211820,Starbound,1366,True,True,False,RPG/character progression,"Action, Adventure, Building, Open World, Open World Survival Craft, RPG, Sandbox, Survival",10,"Open World Survival Craft, Sandbox, Survival, Space, Adventure, Crafting, Pixel Graphics, Online Co-Op, Multiplayer, Open World, Exploration, Relaxing, Indie, 2D, Action, Building, Co-op, RPG, Atmospheric, Sci-fi",game,Starbound,False,0,False,"Jul 22, 2016",Chucklefish,Chucklefish,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",True,True,True,81,120582,"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/211820/3ec8855d056d8695de0256594f893a9e3cb826e3/header.jpg?t=1767622909,https://www.playstarbound.com,https://playstarbound.com/support,,"2,000,000 .. 5,000,000",0,0,123020,110840,12180,123020,0.9009917086652576,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:22.017509+00:00,,,,,,,,,
219150,Hotline Miami,1468,True,True,False,action/adventure protagonist,"Action, Shooter, Singleplayer, Top-Down Shooter",5,"Great Soundtrack, Violent, Action, Indie, Pixel Graphics, Top-Down, Gore, 1980s, Fast-Paced, Retro, Psychedelic, Difficult, Singleplayer, Surreal, 2D, Shooter, Top-Down Shooter, Atmospheric, Addictive, Music",game,Hotline Miami,False,17,False,"Oct 23, 2012",Dennaton Games,Devolver Digital,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",True,True,True,85,104440,"Hotline Miami is a high-octane action game overflowing with raw brutality, hard-boiled gunplay and skull crushing close combat.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/219150/header.jpg?t=1686261983,https://www.hotlinemiami.com/,http://www.dennaton.com,support@devolverdigital.com,"2,000,000 .. 5,000,000",0,0,122584,118873,3711,122584,0.969726881159042,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:25.806465+00:00,,,,,,,,,
305620,The Long Dark,3370,True,True,False,systemic/player-role,"Action, Adventure, First-Person, Open World, Open World Survival Craft, Sandbox, Simulation, Singleplayer, Strategy, Survival, Survival Horror, Walking Simulator",19,"Survival, Open World Survival Craft, Open World, Exploration, Atmospheric, Singleplayer, First-Person, Adventure, Crafting, Sandbox, Simulation, Post-apocalyptic, Indie, Walking Simulator, Survival Horror, Strategy, Difficult, Co-op, Action, Early Access",game,The Long Dark,False,0,False,"Aug 1, 2017",Hinterland Studio Inc.,Hinterland Studio Inc.,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",True,True,True,,110329,"THE LONG DARK is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. There are no zombies -- only you, the cold, and all the threats Mother Nature can muster.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/305620/3d41bec8760d9c7fc2b724317229630d644c8f46/header.jpg?t=1780689206,http://www.thelongdark.com,https://hinterlandgames.com/support,,"2,000,000 .. 5,000,000",0,0,122208,108769,13439,122208,0.8900317491489919,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:10:32.577688+00:00,,,,,,,,,
418370,Resident Evil 7 Biohazard,7207,True,True,False,narrative/protagonist-heavy,"Action, Adventure, FPS, First-Person, Horror, Psychological Horror, Shooter, Singleplayer, Story Rich, Survival, Survival Horror, Zombies",19,"Horror, Survival Horror, First-Person, Singleplayer, Gore, Atmospheric, Zombies, VR, Psychological Horror, Action, Violent, Survival, Puzzle, Story Rich, Adventure, Multiplayer, FPS, Exploration, Shooter, Classic",game,Resident Evil 7 Biohazard,False,17,False,"Jan 23, 2017","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",True,False,False,83,83871,Fear and isolation seep through the walls of an abandoned southern farmhouse. &quot;7&quot; marks a new beginning for survival horror with the “Isolated View” of the visceral new first-person perspective.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/418370/header.jpg?t=1778464947,,http://www.capcom.co.jp/support/contact/,,"2,000,000 .. 5,000,000",0,0,121785,116066,5719,121785,0.9530401937841276,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:09:00.604492+00:00,,,,,,,,,
594570,Total War: WARHAMMER II,13103,False,False,False,systemic/player-role,"Action, Strategy",3,,game,Total War: WARHAMMER II,False,0,False,"Sep 28, 2017","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)","Action, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Remote Play on Tablet, Family Sharing",True,True,True,87,87789,"The forces of Lustria await your command. Choose your Legendary Lord, expand your armies, forge alliances in a strategic turn-based campaign, and unleash the might of your monstrous forces in fast-paced real-time battles.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/594570/header.jpg?t=1780389571,,http://support.sega.co.uk,,,,,121366,112866,8500,121366,0.9299639108152201,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T09:50:00.013322+00:00,,,,,,,,,
774171,Muse Dash,19757,False,False,False,action/adventure protagonist,Action,1,,game,Muse Dash,False,0,False,"Jun 19, 2019",peropero,hasuhasu,"Action, Casual, Indie","Single-player, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,True,False,,115316,Paradise of parkour &amp; rhythm game ★★★ — Muse Dash!!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/774171/header.jpg?t=1756199346,https://musedash.peropero.net/,https://service.peropero.net/#/new,md_player@hasuhasu.com,,,,120961,110658,10303,120961,0.9148237861790164,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T15:07:26.877915+00:00,,,,,,,,,
386360,SMITE®,6139,True,False,False,RPG/character progression,"Action, Adventure, RPG, Simulation, Strategy",8,,game,SMITE®,True,0,False,"Sep 8, 2015",Titan Forge Games,Hi-Rez Studios,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play","Multi-player, PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases",True,False,False,83,1390,"Join 40+ million players in SMITE, the Battleground of the Gods! Wield Thor’s hammer, turn your foes to stone as Medusa, or flex your divine power as one of 100+ other mythological icons. Become a God and play FREE today!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/386360/header.jpg?t=1764627618,https://www.smitegame.com,https://www.hirezstudios.com/support/,smitesupport@hirezstudios.com ​,,,,119896,94358,25538,119896,0.7869987322346034,6,Mostly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:05:27.102627+00:00,,,,,,,,,
387990,Scrap Mechanic,6193,True,False,False,systemic/player-role,"Action, Adventure, Simulation",4,,game,Scrap Mechanic,False,0,False,"Jan 19, 2016",Axolot Games,Axolot Games,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",True,False,False,,104974,"Enter the creative paradise of Scrap Mechanic! Build fantastic machines, go on adventures with your friends and defend against waves of evil Farmbots in this imaginative multiplayer survival sandbox. With Scrap Mechanic’s powerful creation tools you can engineer your own adventures!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/387990/header.jpg?t=1727183889,http://www.scrapmechanic.com,http://scrapmechanic.gamepedia.com/Scrap_Mechanic_Wiki,info@axolotgames.se,,,,117669,108069,9600,117669,0.9184152155622975,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:05:32.831591+00:00,,,,,,,,,
424840,Little Nightmares,7369,True,False,False,action/adventure protagonist,Adventure,1,,game,Little Nightmares,False,0,False,"Apr 27, 2017",Tarsier Studios,BANDAI NAMCO Entertainment,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",True,False,False,81,51731,"Take on the role of Six, a lone child lost in a massive metal vessel known as the Maw, surrounded by dangerous, distorted versions of adults. You’ll need to do your best to escape in one piece or your fate will be worse than you ever dared dream.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/424840/facf9a7a675c6d7f210d96d6b111caffe0386cd5/header.jpg?t=1773135169,http://www.little-nightmares.com,https://www.bandainamcoent.com/,,,,,116035,109946,6089,116035,0.9475244538285862,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:09:39.404999+00:00,,,,,,,,,
440900,Conan Exiles Enhanced,7914,True,False,False,RPG/character progression,"Action, Adventure, RPG, Simulation, Strategy",8,,game,Conan Exiles Enhanced,False,0,False,"May 8, 2018","Funcom, Inflexion Games",Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,False,False,,78558,"Conan Exiles Enhanced is an open world survival game set in the mythical lands of Hyboria, now fully upgraded to Unreal Engine 5 with stunning visuals and improved performance. SURVIVE, BUILD, and DOMINATE alone or with friends in a world brimming with adventure!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/440900/710f42dec831fa88bcf736d0715152822231505f/header.jpg?t=1781074539,http://www.conanexiles.com/,https://funcom.zendesk.com/hc/en-us,,,,,115886,91523,24363,115886,0.7897675301589493,6,Mostly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:11:29.028789+00:00,,,,,,,,,
356190,Middle-earth™: Shadow of War™,5040,True,False,False,RPG/character progression,"Action, Adventure, RPG",4,,game,Middle-earth™: Shadow of War™,False,17,False,"Oct 9, 2017",Monolith Productions,WB Games,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",True,False,False,,86567,"Experience an epic open-world brought to life by the award-winning Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth™: Shadow of War™.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356190/header.jpg?t=1780594801,,http://support.wbgames.com,support@wbgames.com or Wbgames.intsupport@warnerbros.com,,,,115455,102626,12829,115455,0.888883114633407,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:02:52.798313+00:00,,,,,,,,,
516750,My Summer Car,10353,False,False,False,systemic/player-role,Simulation,2,,game,My Summer Car,False,0,False,"Jan 8, 2025",Amistech Games,Amistech Games,"Indie, Racing, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",True,False,False,,105631,"My Summer Car is the ultimate car owning, building, fixing, tuning, maintenance AND permadeath life survival simulator. You start the game with hundreds of loose parts and assemble both car and engine.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/516750/header.jpg?t=1736372299,http://www.amistech.com/msc,,support@amistech.com,,,,114503,108711,5792,114503,0.9494161725020305,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T07:46:31.079398+00:00,,,,,,,,,
376210,The Isle,5797,True,False,False,systemic/player-role,"Action, Adventure, Simulation",4,,game,The Isle,False,0,False,"Dec 1, 2015",Afterthought LLC,Afterthought LLC,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Partial Controller Support, Valve Anti-Cheat enabled",True,False,False,,104862,Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/376210/header.jpg?t=1653237914,https://survivetheisle.com,http://survivetheisle.com,support@findtheisle.com,,,,113725,91172,22553,113725,0.8016882831391514,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:04:30.801902+00:00,,,,,,,,,
233860,Kenshi,1682,True,True,False,RPG/character progression,"Action, Adventure, Base-Building, Building, Character Customization, City Builder, Management, Open World, RPG, RTS, Sandbox, Simulation, Singleplayer, Strategy, Survival",28,"Open World, Sandbox, RPG, Survival, Strategy, Building, Base-Building, Singleplayer, Post-apocalyptic, Crafting, City Builder, Indie, Adventure, Simulation, Management, RTS, Character Customization, Ninja, Alternate History, Steampunk",game,Kenshi,False,0,False,"Dec 6, 2018",Lo-Fi Games,Lo-Fi Games,"Action, Indie, RPG, Simulation, Strategy","Single-player, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing",True,False,False,75,95630,"A free-roaming squad based RPG. Focusing on open-ended sandbox gameplay features rather than a linear story. Be a trader, a thief, a rebel, a warlord, an adventurer, a farmer, a slave, or just food for the cannibals. Train your men up from puny victims to master warriors.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/233860/fa72ac8a032fd876780cd5b554e4c03b4976ef74/header.jpg?t=1779293333,http://www.lofigames.com,http://www.lofigames.com/forum/,,"2,000,000 .. 5,000,000",0,0,113383,108360,5023,113383,0.9556988261026784,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:39.184276+00:00,,,,,,,,,
629760,MORDHAU,14263,False,False,False,action/adventure protagonist,Action,1,,game,MORDHAU,False,0,False,"Apr 29, 2019",Triternion,Triternion,"Action, Indie","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Remote Play on Phone, Remote Play on Tablet",True,False,False,81,91626,"MORDHAU is a multiplayer medieval slasher. Create your mercenary and fight in brutal battles where you will experience fast paced combat, castle sieges, cavalry charges, and more.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/629760/header.jpg?t=1777933284,http://mordhau.com,https://mordhau.com/forum/,contact@mordhau.com,,,,113104,90450,22654,113104,0.799706464846513,6,Mostly Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T10:45:53.647823+00:00,,,,,,,,,
219740,Don't Starve,1474,True,True,False,systemic/player-role,"Adventure, Horror, Open World, Open World Survival Craft, Sandbox, Simulation, Singleplayer, Survival, Survival Horror",16,"Survival, Open World Survival Craft, Crafting, Adventure, Indie, Sandbox, Singleplayer, Perma Death, Multiplayer, Open World, Exploration, Rogue-like, Replay Value, Moddable, Difficult, Simulation, 2D, Top-Down, Survival Horror, Horror",game,Don't Starve,False,0,False,"Apr 23, 2013",Klei Entertainment,Klei Entertainment,"Adventure, Indie, Simulation","Single-player, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,True,True,79,96243,"Don’t Starve is an uncompromising wilderness survival game full of science and magic. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/219740/88641e235d75934ea9f7ed4e947edfd9da682732/header.jpg?t=1781206408,https://www.dontstarvegame.com,http://support.kleientertainment.com,livesupport@kleientertainment.com,"2,000,000 .. 5,000,000",0,0,112718,108850,3868,112718,0.9656842740289928,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:25.959530+00:00,,,,,,,,,
