a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,split_label
39210,y,FINAL FANTASY XIV Online,cbd,3,HER,EXP,CAR,3,3,1,3,3,y,none,False,g,Custom Warrior of Light anchors saga,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55
1454400,n,Cookie Clicker,sys,3,NA,NA,NA,3,0,0,1,0,n,sys,False,g,"Incremental production system, no character",steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55
1888930,y,The Last of Us Part I,fdu,3,CAR,SHA,LOV,3,3,3,1,3,y,none,False,g,Joel and Ellie bond through survival,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55
750920,y,Shadow of the Tomb Raider: Definitive Edition,fns,3,EXP,HER,SHA,3,3,2,1,3,y,none,False,g,Lara seeks artifacts and consequences,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55
881100,y,Noita,sfx,2,MAG,EXP,EVE,2,2,1,3,1,m,none,True,g,Silent witch in magical roguelite descent,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1113000,y,Persona 4 Golden,cbd,3,SAG,EXP,HER,3,3,1,2,3,y,none,False,g,Silent transfer student investigates murders,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
211420,y,DARK SOULS: Prepare To Die Edition,cbd,3,HER,EVE,SHA,3,3,2,3,3,y,none,False,g,Chosen Undead endures cursed trials,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1203620,y,Enshrouded,cbd,2,HER,EXP,EVE,2,2,1,3,1,m,none,True,g,Custom Flameborn restores ruined realm,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
438740,n,Friday the 13th: The Game,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Asymmetric multiplayer counselors and killer,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
295110,n,Just Survive,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Sandbox MMO survival avatars only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
206420,y,Saints Row IV: Re-Elected,cbd,3,REB,RUL,JES,3,3,2,2,2,y,none,False,g,Custom Boss becomes superpowered president,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1888160,y,ARMORED CORE VI FIRES OF RUBICON,frs,3,SHA,REB,HER,3,3,3,2,3,y,none,False,g,Augmented mercenary Raven chooses Rubicon's fate,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
240720,y,Getting Over It with Bennett Foddy,fns,2,EXP,EVE,JES,1,1,0,2,1,m,none,True,g,Diogenes climbs absurd philosophical obstacle,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
397900,n,Business Tour - Board Game with Online Multiplayer,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,m,Digital board game has no protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
2399830,y,ARK: Survival Ascended,pav,2,EVE,EXP,HER,2,1,1,3,1,m,multi,True,g,Custom survivor in dinosaur sandbox,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
331470,y,Everlasting Summer,fns,3,EVE,LOV,EXP,3,3,1,2,2,y,none,False,g,Semyon transported to mysterious summer camp,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
602960,n,Barotrauma,sim,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Cooperative submarine crew simulation,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
212680,n,FTL: Faster Than Light,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Player commands ship and crew system,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
863550,y,HITMAN 2,fns,3,SHA,SAG,HER,3,3,3,1,2,y,none,False,g,Agent 47 performs calculated assassinations,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
2669320,n,EA SPORTS FC 25,spr,3,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Sports teams and career roles,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
787860,n,Farming Simulator 19,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Agricultural simulation without narrative protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
620980,n,Beat Saber,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Abstract rhythm gameplay only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
588430,n,Fallout Shelter,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Vault management overseer role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
223710,y,Cry of Fear,fns,3,SHA,EVE,EXP,3,3,3,1,3,y,none,False,g,Simon confronts trauma and hallucinated horrors,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
289650,y,Assassin's Creed Unity,fns,3,REB,LOV,HER,3,3,2,1,2,y,none,False,g,Arno joins Assassins amid revolution and love,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
224260,n,No More Room in Hell,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Cooperative zombie survival scenarios,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
239030,y,"Papers, Please",frs,3,EVE,RUL,CAR,3,3,2,2,3,y,none,False,g,Border inspector balances law and family,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
203770,n,Crusader Kings II,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Dynasty strategy through rulers and realms,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
218230,n,PlanetSide 2,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,MMO faction warfare lacks protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
35140,y,Batman: Arkham Asylum Game of the Year Edition,fns,3,HER,SAG,SHA,3,3,2,1,2,y,none,False,g,Batman protects Gotham through investigation and combat,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
207610,y,The Walking Dead,fns,3,CAR,EVE,SHA,3,3,2,1,3,y,none,False,g,Lee protects Clementine after criminal past,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
636480,n,Ravenfield,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Sandbox bot battle with generic soldier,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
949230,n,Cities: Skylines II,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,City builder system role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
766570,n,Russian Fishing 4,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Fishing simulator without narrative protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
638970,y,Yakuza 0,fdu,3,SHA,REB,LOV,3,3,3,1,3,y,none,False,g,Kiryu and Majima navigate criminal underworld,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
414340,y,Hellblade: Senua's Sacrifice,fns,3,HER,SHA,LOV,3,3,3,1,3,y,none,False,g,Senua journeys through psychosis for lover,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
977950,n,A Dance of Fire and Ice,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Abstract rhythm orbs lack character arc,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
678950,n,DRAGON BALL FighterZ,fen,2,NA,NA,NA,0,0,0,0,0,n,multi,True,g,Roster fighter with ensemble story,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
365670,n,Blender,nop,3,NA,NA,NA,0,0,0,0,0,n,info,False,g,"Creative software, not narrative game",steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
728880,n,Overcooked! 2,fen,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Cooperative chefs lack individual protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
233450,n,Prison Architect,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Prison management simulation role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1363080,n,Manor Lords,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Settlement and army command system,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
238460,y,BattleBlock Theater,pav,2,EVE,JES,EXP,2,1,0,3,1,m,multi,True,g,Nameless prisoners escape absurd theater,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
471710,n,Rec Room,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Social VR platform with avatars,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1237950,y,STAR WARS Battlefront II,fns,2,REB,HER,SAG,2,2,1,1,2,m,multi,True,g,Campaign follows defecting Iden Versio,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1533390,n,Gorilla Tag,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,VR tag with gorilla avatars only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
1238860,y,Battlefield 4,frs,2,HER,EVE,RUL,2,2,1,2,1,m,multi,True,g,Campaign centers on soldier Recker,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
242050,y,Assassin’s Creed IV Black Flag,fns,3,REB,EXP,SHA,3,3,3,1,3,y,none,False,g,Edward Kenway seeks freedom and redemption,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
460950,y,Katana ZERO,fns,3,SHA,SAG,REB,3,3,3,1,3,y,none,False,g,Amnesiac assassin uncovers manipulated past,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
286160,n,Tabletop Simulator,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Virtual tabletop sandbox, no protagonist",steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
250820,n,SteamVR,nop,3,NA,NA,NA,0,0,0,0,0,n,info,False,g,VR runtime software,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
493340,n,Planet Coaster,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Theme park management simulation,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
287390,y,Metro: Last Light Redux,fns,3,HER,EXP,SAG,3,3,2,1,3,y,none,False,g,Artyom seeks truth in postwar Metro,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
307690,y,Sleeping Dogs: Definitive Edition,fns,3,SHA,SAG,HER,3,3,3,1,3,y,none,False,g,Undercover Wei Shen risks moral collapse,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55
200260,y,Batman,fns,3,HER,SHA,SAG,3,3,1,0,2,y,none,False,g,Fixed Batman vigilante hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
55230,y,The Boss,cbd,3,REB,RUL,SHA,3,3,2,2,2,y,none,False,g,Custom criminal gang leader.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
265930,y,Goat,nfx,3,JES,REB,EXP,2,2,0,1,0,m,other,False,g,Comic sandbox goat avatar.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
924970,y,Cleaners,fen,2,HER,CAR,EVE,2,2,0,2,1,m,multi,False,g,Co-op survivor ensemble.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
2670630,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,m,Store management simulator.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
213670,y,New Kid,cbd,3,EVE,HER,JES,3,3,0,2,2,y,none,False,g,Custom outsider child hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
304430,y,The Boy,sfx,3,INN,EVE,EXP,3,3,0,1,2,y,none,False,g,Silent boy in dystopia.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1286830,y,Player character,cbd,2,EXP,HER,REB,2,2,1,3,3,m,multi,True,g,MMO class stories vary.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
424370,y,Player character,cbd,2,HER,MAG,SHA,2,2,1,3,2,m,none,False,g,Custom ex-Purifier action hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1250,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,nop,False,g,Wave shooter without main protagonist.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
2709570,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,m,Co-op supermarket management.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
431240,n,,spr,3,NA,NA,NA,0,0,0,1,0,n,spr,False,g,Mini-golf party game.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1774580,y,Cal Kestis,fns,3,HER,EXP,CAR,3,3,0,0,3,y,none,False,g,Named Jedi survivor hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
387290,y,Ori,nfx,3,INN,HER,EXP,3,3,0,0,2,y,none,False,g,Spirit guardian on journey.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1304930,y,Reagent,pav,2,EVE,SHA,REB,2,1,2,3,1,m,multi,True,g,Custom test-subject survivor.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1404210,y,Online character,pav,2,REB,EXP,SHA,2,1,2,3,1,m,multi,True,g,Custom frontier outlaw avatar.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
2231450,y,Peppino Spaghetti,fns,3,EVE,HER,JES,3,3,0,0,1,y,none,False,g,Anxious chef action hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
274170,y,Multiple protagonists,fen,3,SHA,REB,SAG,3,3,3,1,3,y,multi,False,g,Violent ensemble antiheroes.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
17390,n,,sys,3,NA,NA,NA,0,0,0,3,0,n,sys,False,g,Species evolution system.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
3146520,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,nop,False,m,Social fishing without narrative lead.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
380600,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Fishing simulation role.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
2622380,y,Nightfarers,fen,2,HER,SHA,EXP,2,2,2,2,2,m,multi,True,g,Selectable co-op Nightfarer heroes.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1250410,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Aircraft flight simulator.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
219640,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Multiplayer medieval combat roles.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1790600,n,,nop,2,NA,NA,NA,0,0,0,1,1,n,multi,True,g,"Fighting roster, no single lead.",steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
2215430,y,Jin Sakai,fns,3,HER,REB,SHA,3,3,2,0,3,y,none,False,g,Samurai becomes outlaw ghost.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1049590,n,,nop,3,NA,NA,NA,0,0,0,1,0,n,multi,False,g,MOBA roster battle royale.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
489520,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Card battler commander system.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
747660,y,Gregory,fns,3,INN,EVE,EXP,3,3,0,0,2,y,none,False,g,Child trapped in mall.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
466560,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Clan strategy governance.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
201270,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Faction grand strategy.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
386180,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Vehicle combat without protagonist.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1145350,y,Melinoe,fns,3,HER,MAG,REB,3,3,1,0,3,y,none,False,g,Witch princess challenging Chronos.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1260320,n,,nop,3,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Animal brawler roster.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1139900,y,Jack,fns,3,HER,SHA,REB,3,3,2,0,2,y,none,False,g,Cyber-ninja vengeance hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
752590,y,Amicia de Rune,fns,3,CAR,HER,INN,3,3,0,0,3,y,none,False,g,Sister protects vulnerable brother.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
403640,y,Emily or Corvo,fdu,3,REB,RUL,SHA,3,3,2,1,3,y,multi,False,g,Royal assassins reclaim power.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
495420,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Procedural survivor community management.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
388520,y,Player,cbd,2,HER,SHA,SAG,2,1,2,2,2,m,multi,True,g,Campaign cyber-soldier varies by mode.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
493520,u,Prisoner,pav,1,UNC,UNC,UNC,1,1,1,3,1,m,multi,True,g,"Co-op prisoners, weak characterization.",steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
500,y,Survivors,fen,3,EVE,HER,CAR,3,2,0,1,1,m,multi,False,g,Fixed zombie survivor ensemble.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
363970,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Idle progression system.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
298110,y,Ajay Ghale,fns,3,EVE,HER,REB,3,3,1,1,3,y,none,False,g,Outsider joins Kyrat rebellion.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1778820,y,Jin Kazama,fns,2,HER,SHA,REB,2,2,3,0,2,m,multi,True,g,Story centers conflicted fighter.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
214490,y,Amanda Ripley,fns,3,EXP,EVE,HER,3,3,0,0,2,y,none,False,g,"Engineer seeks truth, survives alien.",steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1089350,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Basketball sports franchise.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
838350,y,Taiwu successor,cbd,2,HER,EXP,SAG,2,2,1,3,2,m,none,True,g,Custom wuxia lineage protagonist.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
680420,y,Outrider,cbd,3,HER,EVE,MAG,3,2,1,3,2,y,none,False,g,Custom Altered combat survivor.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
113200,y,Isaac,fns,3,INN,EVE,SHA,3,3,2,0,2,y,none,False,g,Abused child in nightmare.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
1282100,y,Traveler,cbd,3,HER,EXP,EVE,3,2,0,3,2,y,none,False,g,Custom world-hopping survivor hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55
285900,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,"Multiplayer brawler avatars, no protagonist",steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1384160,y,Guilty Gear cast,fen,2,HER,REB,SHA,2,2,2,1,3,m,multi,True,g,Fighting roster with story ensemble,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
504370,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,"Arena roster, no main protagonist",steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
2479810,y,PMC operator,pav,2,HER,EXP,SHA,1,1,1,3,1,m,multi,True,g,Extraction shooter mercenary avatar,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
346900,n,,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Idle business management role,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
312660,y,Karl Fairburne,fns,3,HER,SAG,SHA,3,3,1,1,2,y,none,False,g,Named Allied sniper protagonist,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
274190,y,Broforce team,fen,2,HER,JES,REB,2,1,1,1,1,m,multi,False,g,Parody action-hero ensemble,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1272080,y,PAYDAY gang,fen,3,REB,SHA,JES,3,2,3,2,2,y,multi,False,g,Criminal heist crew ensemble,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
871720,u,possibly William Afton,unc,1,UNC,UNC,UNC,1,1,3,2,2,m,unk,True,g,Identity and framing are debated,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
409710,y,Jack,fns,3,EVE,EXP,SAG,3,3,1,2,3,y,none,False,g,Ordinary outsider uncovering Rapture,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
10180,y,Task Force 141 and Rangers,fen,3,HER,RUL,SHA,2,2,1,2,2,m,multi,False,g,Military campaign with rotating soldiers,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
418460,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Multiplayer war shooter only,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
629730,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,"Sandbox combat avatar, no narrative",steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
261570,y,Ori,nfx,3,INN,HER,EXP,3,3,0,1,2,y,none,False,g,Innocent spirit on heroic journey,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
678960,y,Revenant protagonist,cbd,3,EVE,HER,SHA,3,3,2,3,3,y,none,False,g,Custom amnesiac revenant hero,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
48000,y,The boy,sfx,3,INN,EXP,EVE,3,3,1,2,2,y,none,False,g,Silent child seeking sister,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
209000,y,Batman,fns,3,HER,SHA,SAG,3,3,2,1,3,y,none,False,g,Young vigilante protector detective,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
333930,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Objective shooter merc roster,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
760160,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Battle royale vampire avatars,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
204100,y,Max Payne,fns,3,SHA,HER,EVE,3,3,3,1,3,y,none,False,g,Traumatized noir antihero bodyguard,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
813820,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Battle royale class avatars,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1364780,y,World Tour avatar,cbd,2,EXP,HER,INN,2,2,0,3,2,m,multi,True,g,Custom student seeks strength,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
360430,y,Lincoln Clay,fns,3,SHA,REB,HER,3,3,3,1,3,y,none,False,g,Revenge-driven criminal veteran,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
201810,y,B.J. Blazkowicz,fns,3,HER,REB,SHA,3,3,2,1,3,y,none,False,g,Resistance warrior against Nazis,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
200510,n,,sys,3,NA,NA,NA,3,0,0,0,1,n,sys,False,g,Player commands organization and squads,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1328670,y,Commander Shepard,cbd,3,HER,RUL,EXP,3,3,1,3,3,y,none,False,g,Custom commander saves galaxy,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1313860,n,,spr,3,NA,NA,NA,3,0,0,0,0,n,spr,False,g,Sports teams and players,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
307780,y,Mortal Kombat fighters,fen,2,HER,RUL,REB,2,2,2,1,3,m,multi,True,g,Story campaign ensemble fighters,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
633230,y,Custom shinobi,cbd,2,HER,EXP,INN,2,1,0,3,1,m,multi,True,g,Custom ninja in online missions,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
3240220,y,"Michael, Franklin, Trevor",fen,3,REB,SHA,JES,3,3,3,1,3,y,multi,False,g,Three criminal antihero protagonists,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
203140,y,Agent 47,fns,3,SHA,SAG,HER,3,3,3,1,3,y,none,False,g,Detached assassin protecting a girl,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
246620,n,,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,Player evolves global pathogen,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
414700,y,Blake Langermann,fns,3,EVE,LOV,SAG,3,3,2,2,3,y,none,False,g,Journalist survivor searching wife,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
50130,y,Vito Scaletta,fns,3,REB,SHA,EVE,3,3,3,1,3,y,none,False,g,Immigrant gangster seeking belonging,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1621690,y,Core keeper,pav,2,EXP,CRE,EVE,2,1,0,3,1,m,none,True,g,Weak survival-crafting explorer avatar,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
50300,y,Captain Martin Walker,fns,3,SHA,HER,RUL,3,3,3,1,3,y,none,False,g,Soldier descends into moral collapse,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1147560,y,Skul,nfx,3,HER,REB,JES,3,3,1,1,2,y,none,False,g,Little skeleton rescues demon king,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
221040,y,Resident Evil heroes,fen,3,HER,CAR,SAG,2,2,1,1,3,m,multi,False,g,Multiple campaign protagonists,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
851850,y,Goku,fns,3,HER,INN,CAR,3,3,0,1,3,y,multi,False,g,Heroic Saiyan with playable allies,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
33230,y,Ezio Auditore,fns,3,REB,HER,LOV,3,3,2,1,3,y,none,False,g,Assassin born from family revenge,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
674020,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Multiplayer military shooter,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
1284190,y,Convict terraformer,frs,2,EXP,CRE,REB,2,2,0,3,1,m,none,False,g,Anonymous convict terraforms planet,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
648350,n,,sim,3,NA,NA,NA,3,0,0,0,1,n,sim,False,g,Dinosaur park management sim,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
880940,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Party minigame avatars,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
420530,y,Niko,fns,3,INN,EXP,MAG,3,3,0,1,3,y,none,False,g,Childlike messiah guided by player,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
637650,y,Noctis Lucis Caelum,fns,3,RUL,HER,LOV,3,3,1,1,3,y,multi,False,g,Prince bearing kingship destiny,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
