a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,part_no
3207280,y,A Robot's Tiny Adventure,nfx,2,EXP,INN,HER,1,1,0,1,1,m,none,False,m,Small robot as protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3207810,u,In The Middle,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Ambiguous title only,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3210870,y,Mouselash,nfx,2,REB,SHA,HER,1,1,1,1,1,m,none,False,m,Likely mouse protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3218120,y,風雨来記,fns,2,EXP,EVE,LOV,1,1,0,1,2,m,info,False,g,Travel narrative game,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3219450,y,Nonogram Halloween,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3221570,y,Fruity Rogue,nfx,1,REB,JES,EXP,1,1,0,1,1,m,none,False,m,Likely fruit character roguelike,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3226820,u,Mother's Home,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Insufficient information,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3233080,y,The Patient,fns,2,EVE,SHA,CAR,1,1,1,1,1,m,info,False,m,Single named patient protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3244670,y,The Empty Desk,fns,2,SAG,EVE,REB,1,1,0,1,1,m,info,False,m,Likely detective mystery,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3246190,u,LISTEN UP! WE TRIED TO MAKE “THOSE GAMES” EVEN MORE EXTREME! SOME THINGS HAVE TO BE LEARNED THE HARD WAY!,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,"Chaotic title, unclear role",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3246640,y,My Rose,fns,2,LOV,CAR,EVE,1,1,0,1,1,m,none,False,m,Romantic named protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3252900,u,Terror in the Corn,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Could be horror setting only,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3253030,y,Is It Wrong to Try to Pick Up Girls in a Dungeon? ~Fullland of Water and Light~,fns,2,EXP,LOV,HER,1,1,0,1,2,m,info,False,g,Franchise with clear hero adventurer,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3272730,u,Whispers Of Fear,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Title insufficient,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3282460,y,"Iridescence ~ A Charming, Seaside Epic!",fns,2,EXP,INN,CRE,1,1,0,1,1,m,none,False,m,Likely journey-driven narrative,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3282710,n,Put the Sausage in the Bun,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Party joke game, no protagonist",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3285480,n,Don't Play Breakout Deluxe,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Arcade-style, no protagonist",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3306470,y,Into Death and Beyond,fns,2,EXP,HER,SHA,1,1,1,1,1,m,none,False,m,Journey through danger,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3316430,u,Unpatterned Cut,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Unclear title,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3323500,u,Half Away,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Insufficient title context,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3345880,y,Dungeon Rummage - Survival,sim,1,EXP,HER,SHA,1,1,0,1,1,m,sim,False,m,Survival dungeon management,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3348590,y,I Am Quadrober!,pav,1,EVE,REB,JES,1,1,0,1,1,m,info,False,m,Identity-based avatar,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3353200,y,Neon Exploding Bread,nfx,2,JES,REB,CRE,1,1,0,1,1,m,none,False,m,Absurd nonhuman bread protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3359310,u,Castle Dark,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Could be setting or title only,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3374070,n,Pachinko TD,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Tower defense/system role,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3375300,u,Dark Shadows,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Generic ambiguous title,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3385240,y,Cats Visiting Christmas Town,nfx,1,INN,LOV,JES,1,1,0,1,1,m,none,False,m,Cats as protagonists,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3387740,y,Zombies and Orcs,fen,1,SHA,REB,HER,1,1,1,1,1,m,sys,False,m,Likely horde/ensemble focus,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3390250,u,32 SECS,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Title not informative,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3400150,y,Crazy Robot Ball,nfx,2,JES,CRE,EXP,1,1,0,1,1,m,none,False,m,Robot ball likely playable,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3404140,u,Bloody Night Cult,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,m,Could be setting or faction,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3438630,n,Storm Burst: Tornado Alley,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Likely storm simulation, no protagonist",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3445020,y,Lost Flight: Survival,fns,2,EVE,EXP,HER,1,1,0,1,1,m,none,False,m,Survival flight narrative,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3446750,y,"To The Top, Mammoth!",nfx,2,HER,INN,JES,1,1,0,1,1,m,none,False,m,Likely mammoth protagonist,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3459460,n,Macro Data Refinement Simulator,sim,1,NA,NA,NA,0,0,0,0,0,n,sim,False,m,"Work simulator, no protagonist",steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3469000,y,Carpathian Survival,fns,2,EVE,SHA,EXP,1,1,0,1,1,m,none,False,m,Survival in harsh setting,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3471980,y,Fastro Dude,fns,1,JES,REB,EVE,1,1,0,1,1,m,none,False,m,Likely single named dude,steam-v006-rest54mini-part_010-chunk-0043-ranks-48101-48150,10
3472880,n,Trivia War,nop,1,NA,NA,NA,0,0,0,0,1,n,sys,False,m,Trivia quiz; no protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3486160,u,Critical Point,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,Insufficient reliable game context,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3488610,y,Bedtime Story : Saint,fns,2,SAG,EVE,HER,1,1,0,1,2,y,none,False,m,Likely story-led named protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3500910,y,Backpack Scavenger,pav,2,EXP,EVE,JES,1,1,0,2,1,y,none,False,m,Scavenger avatar implied,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3570400,n,Wall Town Wonders,sim,2,NA,NA,NA,0,1,0,0,1,n,sim,False,m,"Town-building sim, no protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3586750,y,猫猫旅行社欢迎你！ Momo's Revitalization Project!,fns,2,CRE,EVE,LOV,1,1,0,1,2,y,none,False,m,Named cat protagonist likely,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3587260,y,Backrooms: The Deep Dark,pav,2,EVE,EXP,SHA,1,1,1,2,1,y,none,False,m,Backrooms exploration avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3613450,u,Coil's Containment,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,Unknown from title alone,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3616910,y,BACKROOMS: We Escape Forever,pav,2,EVE,EXP,HER,1,1,0,2,1,y,none,False,m,Escape-focused survival avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3628920,n,Market Street Tycoon Simulator,sim,2,NA,NA,NA,0,1,0,0,1,n,sim,False,m,Tycoon management role,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3640040,u,回煞录 | Phantom Reckoning,unc,1,UNC,NA,NA,0,0,0,0,2,m,unk,True,m,"Chinese title, unclear protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3665900,y,HougekiShoujo,fns,2,HER,EVE,RUL,1,1,0,1,2,y,none,False,m,Likely named action heroine,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3672470,n,Racket Pinball,spr,2,NA,NA,NA,0,0,0,0,1,n,spr,False,m,Sports-style pinball game,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
3675110,y,地禍駐車場 -The Cursed Underground Parking Lot-,pav,1,SHA,EVE,MAG,1,0,1,1,1,m,none,True,m,Likely horror avatar experience,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
32000,y,Raycatcher,fns,2,EXP,CRE,SAG,1,1,0,1,1,y,none,False,g,Arcade protagonist implied,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
33760,y,The Search for Amelia Earhart,fns,1,EXP,SAG,EVE,1,0,0,1,2,m,none,False,g,Search-focused adventure,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
34281,y,Altered Beast,fns,2,HER,MAG,SHA,1,1,1,1,1,y,none,False,g,Classic transformed hero,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
37340,y,Fitness Dash,spr,2,EVE,HER,INN,1,1,0,2,1,y,spr,False,g,Fitness-run role,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
40210,y,ItzaZoo,pav,1,INN,CRE,EVE,1,1,0,1,1,y,none,False,g,Casual zoo avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
286790,y,Falcon A.T.,fns,2,HER,RUL,EXP,1,1,0,1,1,y,none,False,g,Named combat/aircraft pilot,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
305720,y,Heroes of Issachar,fen,1,HER,RUL,SAG,1,1,0,1,2,y,multi,False,m,Multiple heroes implied,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
321080,y,Pirate Hell,fns,1,REB,SHA,HER,1,0,1,1,1,m,none,False,m,Pirate antihero likely,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
321390,y,Zone 22,pav,1,EXP,SAG,SHA,1,0,1,1,1,m,none,True,m,Too little context,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
323000,y,Roaming Fortress,sys,2,RUL,HER,CRE,1,1,0,0,1,y,sys,False,m,Commanding a fortress,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
323020,y,Destructamundo,pav,1,JES,REB,HER,1,0,0,1,1,m,none,True,m,Likely destructive arcade avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
332370,y,Miko Gakkou Monogatari: Kaede Episode,fns,2,EVE,HER,INN,1,1,0,1,2,y,none,False,m,School story with named heroine,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
340700,y,Aqua Panic !,sys,2,HER,RUL,EVE,1,1,0,0,1,y,sys,False,m,Rescue/puzzle command role,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
347080,y,Naught Reawakening,fns,1,SHA,REB,MAG,1,0,1,1,2,m,none,False,m,Dark protagonist by title,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
352530,n,Poppy Kart,spr,2,NA,NA,NA,0,0,0,0,1,n,spr,False,g,"Kart racing, no story protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
356170,y,Tile Rider,pav,1,EXP,SAG,EVE,1,0,0,1,1,m,none,False,m,Vehicle/avatar implied,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
362020,y,Queen At Arms,fns,2,RUL,HER,SHA,1,1,1,1,2,y,none,False,m,Queen protagonist likely,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
363900,y,Super Goo Goo,nfx,2,INN,JES,CRE,1,1,0,1,1,y,none,False,m,Nonhuman blob hero,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
365080,y,Unheard Screams - King Leopold II's Rule Over The Congo,fns,1,RUL,SHA,EVE,1,0,1,0,2,m,none,False,m,Historical ruler focus,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
365200,n,LOUD on Planet X,spr,2,NA,NA,NA,0,0,0,0,1,n,spr,False,g,"Music defense rhythm, no protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
365430,u,Everything is Black and White,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,Insufficient context from title,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
367050,y,Vindicator: Uprising,fns,2,REB,HER,RUL,1,1,0,1,1,y,none,False,m,Rebellion-themed protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
371790,y,Ramayana,fen,1,HER,RUL,MAG,1,1,0,1,2,y,multi,False,g,Epic ensemble likely,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
377100,y,UnderEarth,pav,1,EXP,SHA,EVE,1,0,0,1,1,m,none,True,m,Underground exploration avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
378790,y,Kagura Douchuuki,fns,2,EXP,EVE,MAG,1,1,0,1,1,y,none,False,m,Journey/travel protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
383010,n,JamG,spr,2,NA,NA,NA,0,0,0,0,1,n,spr,False,m,"Abstract jam game, no protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
389690,n,Nightclub Emporium,sim,2,NA,NA,NA,0,1,0,0,1,n,sim,False,m,Nightclub management sim,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
393320,y,Typing Instructor Platinum 21,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Educational software, no protagonist",steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
397240,u,Troubles Land,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,Too ambiguous from title,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
397360,y,Magician's Apprentice,fns,2,MAG,EVE,HER,1,1,0,1,1,y,none,False,m,Apprentice mage protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
398480,y,Louie Cooks,fns,2,CAR,EVE,CRE,1,1,0,1,1,y,none,False,m,Named cook protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
399530,y,Hyspherical 2,pav,1,SAG,EXP,CRE,1,0,0,1,1,m,none,False,m,Abstract puzzle avatar,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
410050,u,The Forgotten Forest,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,Insufficient title evidence,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
421620,y,Dissonance: An Interactive Novelette,fns,1,SAG,EXP,EVE,1,1,0,1,2,y,info,False,m,Interactive fiction protagonist,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
423730,y,Hyper Gods,fen,1,MAG,RUL,HER,1,1,0,1,2,y,multi,False,m,Multiple gods/characters likely,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
427970,n,Heathen Engineering's Terran,sys,1,NA,NA,NA,0,0,0,0,1,n,sys,False,m,Strategy/faction control,steam-v006-rest54mini-part_010-chunk-0044-ranks-48151-48200,10
428170,y,Little Reaper,fns,2,SHA,MAG,HER,2,2,2,1,1,y,info,False,m,Cute death-themed protagonist,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
433120,u,Crash Landing,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Too little title evidence,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
433570,u,Side Quest,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Generic title, unclear protagonist",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
434960,n,Rolling Gauntlet,spr,2,NA,NA,NA,0,1,0,2,0,n,spr,False,m,Likely abstract sports/rolling role,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
438360,u,Infinitesimal Point,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Insufficient identifying information,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
439730,n,XO-Planets,sys,2,RUL,EXP,CRE,1,1,0,1,1,n,sys,False,m,System or strategy planet control,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
440770,u,Drawn Story,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Ambiguous title, likely editor or story",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
448810,u,Torgar's Quest,unc,2,UNC,NA,NA,2,1,0,1,1,n,unk,True,u,"Quest title suggests hero, uncertain",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
451950,n,EEP Train Simulator Mission,sim,3,NA,NA,NA,0,1,0,2,0,n,sim,False,m,"Train simulator mission, no protagonist",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
455230,n,Bazaar,sim,2,NA,NA,NA,0,1,0,1,1,n,sim,False,m,Likely management/trading role,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
458290,y,Space Bit Attack,fns,2,HER,REB,JES,1,1,0,1,1,y,info,False,m,Arcade combat suggests player ship/hero,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
459520,u,Kinacoustic,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Unknown game from title alone,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
459870,n,VIRTUAnimator,sim,2,CRE,NA,NA,1,1,0,1,1,n,sim,False,m,"Animation tool, not a game protagonist",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
459880,n,PlayFortress,sys,2,RUL,HER,CRE,1,1,0,1,1,n,sys,False,m,Fortress/strategy control likely,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
460210,u,Bearslayer,unc,2,UNC,NA,NA,2,1,0,1,1,n,unk,True,u,"Title implies hero, but unclear",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
464380,u,Best of Us,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Insufficient title context,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
466260,n,inVR,sim,2,NA,NA,NA,0,1,0,1,1,n,sim,False,m,VR platform or simulator,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
471270,u,Leave The Nest,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Could be escape or story game,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
485150,n,Web Designer 12 Premium Steam Edition,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,m,"Software utility, not protagonist game",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
486230,u,Con Amore,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Title suggests romance, unclear",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
486630,u,Toxic Terror,unc,2,UNC,NA,NA,2,0,0,0,1,n,unk,True,u,Ambiguous action title,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
493110,u,KOTH,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Acronym title unclear,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
498000,y,Mushroom Crusher Extreme,fns,2,HER,JES,REB,1,1,0,1,1,y,info,False,m,Arcade crusher with playable character,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
501610,n,CyberLink ActionDirector 3,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Video editor software,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
502600,u,The Multidimensional Underwear Drawer,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Absurd title, no clear game role",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
506030,n,MAGIX PC Check & Tuning 2017 Steam Edition,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,m,"Utility software, not a game",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
508940,y,Escape Lizards,fns,2,HER,EXP,EVE,1,1,0,1,1,y,info,False,m,Playable lizard escape protagonist,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
510990,y,LooWarVR,fns,2,REB,JES,HER,1,1,0,1,1,y,info,False,m,VR combat title suggests player avatar,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
511070,n,MANIC MINERS,sys,2,RUL,CRE,EXP,1,1,0,1,1,n,sys,False,m,Likely management/mining system game,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
513810,u,Arkham Nightmares,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Horror title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
516920,u,Veilia,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Single-word title gives no clue,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
523050,n,Artstage,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,m,"Creative tool, not protagonist game",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
524940,u,Javva Juice,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Possibly cafe sim, uncertain",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527250,n,VilleTown,sim,2,NA,NA,NA,0,1,0,1,1,n,sim,False,m,Town management implied,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527260,y,Lurk,fns,2,SHA,REB,EXP,1,1,1,1,1,y,info,False,m,Stealthy title suggests hidden protagonist,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527310,n,Bubble Labs VR,sim,2,NA,NA,NA,0,1,0,1,1,n,sim,False,m,VR lab toy or simulator,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527520,n,Strike Force: Arctic Storm,sys,1,NA,NA,NA,0,0,0,0,1,n,sys,True,u,Likely tactics or combat system,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527910,y,Nevertales: Shattered Image Collector's Edition,fns,3,EXP,SAG,CRE,2,2,0,1,2,y,info,False,g,Story adventure with defined heroine,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
527950,u,Divergence: Year Zero,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Futuristic title, unclear protagonist",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
529860,n,ColecoVision Flashback,sim,1,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Retro console product,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
537050,u,Bric - The Casual Indie Game,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Generic casual title,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
537760,y,Arizona Rose and the Pirates' Riddles,fns,3,EXP,SAG,HER,2,2,0,1,2,y,info,False,g,Named adventure protagonist,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
541960,n,TRI.DEFENDER,sys,2,RUL,HER,NA,0,1,0,1,1,n,sys,False,m,Defender system or tower defense,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
547130,u,The Hero,unc,2,HER,NA,NA,2,0,0,0,1,n,unk,True,u,Title alone insufficient,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
547880,n,Alien Invasion Tower Defense,sys,2,RUL,HER,NA,0,1,0,1,1,n,sys,False,m,Tower defense systemic role,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
551060,y,Creekside Creep Invasion,fns,2,HER,REB,SHA,1,1,1,1,1,y,info,False,m,Likely player defending against creeps,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
551840,u,Crystal Shard Adventure Bundle,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Bundle, not a single game",steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
553740,u,Echo Lake,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Ambiguous atmospheric title,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
557700,u,Empyrean,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Single-word title too vague,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
560510,y,High Noon Revolver,fns,2,REB,HER,SHA,1,1,1,1,1,y,info,False,m,Western shootout implies playable gunfighter,steam-v006-rest54mini-part_010-chunk-0045-ranks-48201-48250,10
560770,u,UNC,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,u,Unknown game; insufficient plot data,steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
564420,y,EVE,fns,2,EVE,LOV,INN,2,1,0,1,1,y,none,False,g,"Santa delivery role, simple festive hero",steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
566980,y,HER,fns,1,HER,JES,NA,1,0,0,0,0,n,none,True,u,"Likely action game, but protagonist unclear",steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
568330,n,NA,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Historical mausoleum experience, no protagonist",steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
568840,y,HER,fns,2,HER,SAG,NA,2,1,0,1,1,y,none,False,g,Shooter hero implied by title,steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
569420,n,NA,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,"Sports role, not a narrative protagonist",steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
570110,y,EVE,fns,1,EVE,JES,MAG,1,0,0,0,1,m,none,True,u,"Gnome-centric adventure, uncertain details",steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
570470,y,EVE,fns,1,EVE,EXP,SHA,1,0,1,0,1,m,none,True,u,Escape scenario suggests unnamed survivor,steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,10
